trackId,length,width,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1,14.14,2.1,0,796,797,truck,2,88.03,2.42,4.14,3.3,6.41,2.44,6.5,0
2,3.08,1.35,0,668,669,car,2,65.92,1.72,3.79,2.98,1.35,0.77,4.2,0
3,3.71,1.54,0,165,166,car,1,96.22,16.88,18.11,17.51,27.49,1.57,29.32,1
4,13.58,1.97,0,335,336,truck,2,41.72,1.97,4.78,3.71,3.38,1.67,-1.0,0
5,5.1,1.82,0,805,806,truck,2,90.64,1.77,5.11,3.38,3.67,1.42,14.55,0
6,14.25,2.02,0,504,505,truck,2,41.59,1.64,3.1,2.44,1.31,0.65,2.99,0
7,13.13,1.99,0,987,988,truck,2,120.06,1.86,6.7,3.7,1.72,0.64,4.02,0
8,3.68,1.5,0,58,59,car,2,10.54,5.35,5.45,5.41,4.99,0.93,-1.0,0
9,3.98,1.52,0,209,210,car,2,35.74,4.23,6.2,5.11,4.65,0.89,22.92,0
10,3.57,1.35,0,673,674,car,2,73.54,1.87,5.26,3.27,2.29,0.55,3.83,1
11,3.26,1.33,0,96,97,car,2,12.64,3.66,4.16,3.91,-1.0,-1.0,-1.0,0
12,3.64,1.48,0,259,260,car,1,127.16,14.16,15.46,14.73,12.3,0.86,7.82,0
13,4.09,1.54,0,320,321,car,2,52.95,1.98,6.93,4.91,4.69,1.96,26.82,0
14,4.13,1.54,0,498,499,car,2,70.84,3.01,5.97,4.26,3.86,0.96,15.49,0
15,3.64,1.43,0,169,170,car,2,33.41,3.95,6.38,5.71,7.99,1.47,49.88,0
16,4.91,1.72,0,1,2,car,1,0.53,0.0,15.72,7.86,-1.0,-1.0,-1.0,0
17,3.81,1.53,0,842,843,car,2,110.92,2.0,7.12,3.94,0.82,0.33,1.16,2
18,3.03,1.54,0,301,302,car,1,94.26,8.45,10.07,9.38,-1.0,-1.0,-1.0,3
19,14.03,2.66,0,181,182,truck,1,68.33,11.12,12.63,11.52,-1.0,-1.0,-1.0,0
20,3.55,1.44,0,498,499,car,2,58.57,1.62,5.72,3.53,1.5,0.52,1.93,1
21,4.06,1.66,0,249,250,car,2,104.3,12.28,12.76,12.49,-1.0,-1.0,-1.0,0
22,3.94,1.54,0,221,222,car,1,100.27,13.3,14.36,13.64,12.79,0.95,42.48,0
23,4.09,1.5,0,227,228,car,2,34.78,3.25,5.06,4.51,9.11,1.8,12.66,0
24,3.99,1.65,0,305,306,car,2,124.1,11.74,12.66,12.18,-1.0,-1.0,-1.0,0
25,3.71,1.5,0,276,277,car,2,46.78,3.24,6.59,5.02,11.51,2.3,18.85,0
26,3.86,1.39,0,810,811,car,2,134.08,2.51,6.72,4.99,3.97,0.96,7.69,0
27,4.09,1.54,0,583,584,car,2,84.09,3.05,6.16,4.34,8.32,2.27,15.79,0
28,3.75,1.54,0,280,281,car,2,53.92,4.36,7.02,5.77,6.26,1.29,5.4,0
29,3.86,1.46,0,446,447,car,2,82.09,4.23,6.6,5.57,10.69,1.62,16.39,0
30,4.02,1.46,0,934,935,car,2,135.64,2.88,6.04,4.36,2.85,0.61,18.6,0
31,3.41,1.31,0,90,91,car,2,15.02,4.96,5.89,5.23,-1.0,-1.0,-1.0,0
32,4.24,1.5,0,755,756,car,2,123.04,2.6,6.53,4.91,4.01,1.2,5.61,0
33,4.88,2.14,0,270,271,truck,1,124.56,13.5,14.23,13.89,18.45,1.31,47.95,0
34,3.98,1.52,0,142,143,car,2,25.48,5.01,6.6,5.54,4.88,0.93,8.96,0
35,3.98,1.54,0,373,374,car,2,53.68,2.68,5.93,4.3,3.23,1.2,-1.0,0
36,4.05,1.57,0,115,116,car,1,63.11,16.18,16.6,16.44,-1.0,-1.0,-1.0,0
37,3.94,1.48,0,607,608,car,2,91.44,2.88,6.06,4.54,5.74,1.55,7.64,0
38,3.9,1.57,0,33,34,car,2,1.71,1.55,1.55,1.55,-1.0,-1.0,-1.0,0
39,4.13,1.54,0,317,318,car,1,130.78,11.96,12.71,12.37,27.97,2.34,27.83,1
40,3.71,1.5,0,738,739,car,2,113.19,3.18,6.88,4.61,7.09,1.66,18.85,0
41,3.86,1.5,0,805,806,car,2,125.14,3.3,7.06,4.68,7.24,1.66,26.88,0
42,3.75,1.43,0,440,441,car,2,72.09,3.05,6.88,4.93,5.29,1.46,7.51,0
43,3.59,1.6,0,165,166,car,1,57.98,10.06,10.7,10.52,-1.0,-1.0,-1.0,3
44,3.94,1.54,0,225,226,car,1,94.14,12.48,12.69,12.59,11.92,0.95,-1.0,0
45,4.05,1.48,0,526,527,car,2,79.67,2.9,6.59,4.56,3.86,1.19,-1.0,0
46,3.94,1.5,0,59,60,car,2,11.62,5.07,5.83,5.56,-1.0,-1.0,-1.0,0
47,3.98,1.52,0,8,9,car,2,1.54,5.77,5.77,5.77,-1.0,-1.0,-1.0,0
48,3.94,1.65,0,294,295,car,1,136.8,13.08,14.57,13.96,7.57,0.58,33.83,1
49,9.23,2.02,0,237,238,truck,2,18.41,1.99,2.95,2.38,1.39,0.64,2.35,0
50,3.94,1.5,0,450,451,car,2,62.46,2.82,5.66,4.14,4.39,1.5,29.24,0
51,3.9,1.5,0,899,900,car,2,100.74,1.55,5.32,3.38,4.12,1.61,6.98,0
52,4.01,1.63,0,1254,1255,car,2,132.69,1.97,4.55,3.17,1.95,0.62,8.44,0
53,4.13,1.54,0,422,423,car,2,32.66,1.71,2.85,2.32,4.24,1.84,34.07,0
54,3.68,1.56,0,954,955,car,2,105.94,2.38,4.18,3.33,2.85,1.02,5.34,0
55,3.64,1.54,0,237,238,car,1,99.04,11.63,12.98,12.53,14.55,1.12,11.25,1
56,3.75,1.57,0,62,63,car,1,32.85,15.62,15.9,15.79,27.71,1.77,1.77,0
57,3.86,1.61,0,109,110,car,2,21.73,5.76,6.01,5.94,6.45,1.08,12.02,0
58,3.75,1.54,0,1178,1179,car,2,124.03,2.02,4.39,3.16,2.44,1.11,5.65,0
59,4.84,1.61,0,148,149,truck,2,11.12,1.97,2.5,2.22,4.91,2.4,9.91,0
60,4.88,1.63,0,440,441,truck,2,58.14,2.22,5.35,3.99,3.04,0.95,7.53,0
61,3.79,1.5,0,629,630,car,2,108.1,4.12,5.55,5.17,21.94,4.14,23.19,0
62,3.41,1.35,0,632,633,car,2,75.58,1.84,5.81,3.58,3.15,1.67,21.1,0
63,3.9,1.56,0,41,42,car,1,14.44,10.94,11.49,11.14,-1.0,-1.0,-1.0,0
64,3.48,1.69,0,45,46,car,1,15.11,10.15,10.2,10.17,-1.0,-1.0,-1.0,0
65,3.94,1.54,0,377,378,car,2,61.63,2.54,6.81,4.89,4.24,0.99,8.24,0
66,3.83,1.48,0,832,833,car,2,130.08,3.12,6.04,4.71,6.9,1.36,9.28,2
67,3.94,1.57,0,145,146,car,2,19.37,3.24,4.34,3.93,3.41,0.88,-1.0,0
68,3.6,1.39,0,673,674,car,2,101.49,3.35,6.14,4.54,7.69,2.27,10.48,0
69,3.68,1.35,0,725,726,car,2,82.11,1.79,5.07,3.41,2.96,0.78,11.37,0
70,3.98,1.61,0,64,65,car,2,23.29,10.69,10.85,10.81,-1.0,-1.0,-1.0,0
71,4.01,1.5,0,195,196,car,2,28.47,2.82,5.85,4.34,2.48,0.88,-1.0,0
72,3.79,1.43,0,709,710,car,2,117.35,3.62,5.44,4.96,5.1,1.15,9.44,0
73,4.13,1.57,0,121,122,car,2,21.9,3.95,6.01,5.25,6.08,1.54,-1.0,0
74,3.71,1.39,0,701,702,car,2,109.69,2.55,6.19,4.7,7.01,1.98,6.24,0
75,3.79,1.39,0,1034,1035,car,2,116.55,1.83,4.46,3.38,1.43,0.73,4.58,0
76,4.24,1.59,0,340,341,truck,2,66.94,4.56,6.95,5.85,5.47,1.15,7.24,0
77,3.53,1.43,0,245,246,car,2,44.59,2.56,6.26,5.32,7.5,1.86,-1.0,0
79,4.07,1.73,0,96,97,car,1,30.68,8.87,9.49,9.35,-1.0,-1.0,-1.0,3
80,3.76,1.54,0,192,193,car,2,81.57,12.6,12.95,12.79,-1.0,-1.0,-1.0,0
82,3.71,1.35,0,182,183,car,1,83.4,13.5,13.81,13.72,-1.0,-1.0,-1.0,0
83,3.81,1.67,0,236,237,car,1,75.67,9.28,9.81,9.62,-1.0,-1.0,-1.0,3
85,4.02,1.54,0,548,549,truck,2,68.36,2.13,5.52,3.7,0.26,0.08,11.87,0
81,4.84,1.88,1,1069,1069,truck,2,138.6,1.78,6.89,3.91,2.06,0.74,6.34,0
84,4.01,1.61,2,229,228,car,1,137.92,15.79,19.67,18.11,40.05,2.23,44.19,0
88,4.13,1.43,11,878,868,car,2,139.44,2.19,6.66,4.83,1.57,0.42,7.22,0
89,3.45,1.46,31,1317,1287,car,2,139.99,1.69,4.94,3.26,3.45,1.27,4.78,0
90,3.98,1.48,31,977,947,car,2,139.59,2.33,6.23,4.44,3.6,0.77,9.72,0
91,3.76,1.56,35,437,403,car,2,139.64,8.87,11.02,10.37,-1.0,-1.0,-1.0,0
92,4.05,1.54,50,928,879,car,2,139.42,2.06,7.03,4.76,2.1,0.73,4.31,0
93,3.68,1.39,51,992,942,car,2,139.75,2.94,6.67,4.46,9.19,2.01,10.2,2
94,3.98,1.61,51,342,292,car,1,138.75,12.8,15.08,14.25,20.02,1.49,40.37,0
95,3.83,1.44,64,342,279,car,1,137.4,14.49,14.94,14.79,28.99,2.0,-1.0,0
96,4.09,1.65,80,352,273,car,1,138.38,14.63,15.43,15.22,26.02,1.69,25.02,0
97,4.12,1.61,85,491,407,car,2,138.7,9.76,10.47,10.28,-1.0,-1.0,-1.0,0
98,3.9,1.46,93,969,877,car,2,139.5,2.14,7.06,4.78,1.84,0.78,4.94,0
100,3.94,1.43,114,1201,1088,car,2,139.78,2.37,5.62,3.87,3.82,0.97,3.4,0
101,3.94,1.54,122,454,333,car,1,138.86,12.13,12.81,12.55,52.61,4.15,63.59,1
102,3.86,1.54,125,542,418,car,2,139.35,8.23,10.4,9.97,-1.0,-1.0,-1.0,0
99,3.64,1.43,134,1449,1316,car,2,139.8,1.97,4.21,3.19,1.72,0.49,5.87,0
103,4.02,1.5,145,1039,895,car,2,139.5,1.93,7.07,4.68,3.04,1.04,6.75,0
104,4.05,1.69,145,445,301,car,1,138.62,13.41,14.37,13.9,37.61,2.76,-1.0,0
105,3.71,1.65,158,456,299,car,1,139.29,12.79,15.46,14.04,10.84,0.81,15.01,0
106,4.01,1.54,167,413,247,car,1,137.64,16.46,16.84,16.76,29.89,1.78,21.13,0
107,3.91,1.44,181,1177,997,car,2,139.47,2.66,6.08,4.2,2.44,0.41,7.03,2
108,3.56,1.41,182,1068,887,car,2,139.74,2.3,6.46,4.74,6.0,2.02,4.79,0
110,3.68,1.54,195,512,318,car,1,138.96,12.52,13.58,13.14,11.44,0.91,17.63,1
111,4.02,1.59,198,623,426,car,2,139.27,8.93,10.57,9.81,-1.0,-1.0,-1.0,0
109,4.09,1.57,198,1076,879,car,2,139.39,1.87,7.06,4.78,2.21,0.63,5.5,0
112,4.81,1.82,200,378,179,truck,1,61.44,7.12,10.61,9.89,-1.0,-1.0,-1.0,0
113,3.79,1.48,204,1102,899,car,2,139.37,3.02,8.76,4.67,3.49,0.83,4.22,2
114,3.0,1.24,218,499,282,car,1,135.43,14.32,14.69,14.49,6.34,0.43,-1.0,0
117,4.88,1.84,231,531,301,truck,1,138.24,13.55,14.52,13.92,33.41,2.34,41.63,0
116,3.68,1.54,231,481,251,car,1,137.85,15.64,16.82,16.49,31.27,1.99,-1.0,1
118,3.9,1.6,240,655,416,car,2,139.63,8.24,11.52,10.01,-1.0,-1.0,-1.0,0
115,4.43,1.5,250,1253,1004,car,2,139.2,2.26,6.05,4.15,4.42,1.1,9.75,0
119,3.86,1.56,250,1126,877,car,2,139.69,2.65,6.44,4.8,4.24,1.3,6.33,0
120,4.04,1.76,255,415,161,car,2,39.0,4.61,8.62,7.08,-1.0,-1.0,-1.0,1
122,3.67,1.54,265,519,255,car,1,137.94,15.07,17.68,16.29,14.77,0.98,-1.0,0
121,3.83,1.52,266,1138,873,car,2,139.65,1.78,7.97,4.82,3.04,1.27,4.45,0
124,3.61,1.47,271,1144,874,car,2,139.48,3.35,8.2,4.81,1.91,0.45,1.39,3
125,3.56,1.31,273,564,292,car,1,138.47,13.1,15.52,14.25,12.86,0.85,20.45,1
126,4.09,2.01,289,350,62,car,1,9.24,2.95,4.05,3.75,-1.0,-1.0,-1.0,0
127,3.86,1.52,292,719,428,car,2,139.07,9.07,11.02,9.74,-1.0,-1.0,-1.0,0
128,4.27,1.75,295,634,340,car,1,123.67,10.21,11.39,10.97,-1.0,-1.0,-1.0,3
123,7.58,2.1,296,1546,1251,truck,2,136.78,2.42,3.79,3.28,2.06,0.83,4.11,0
129,3.83,1.54,303,1195,893,car,2,139.69,2.08,8.08,4.73,1.91,0.42,2.96,0
130,8.85,2.7,304,647,344,truck,1,134.91,6.45,12.11,11.38,39.64,3.96,-1.0,1
131,3.71,1.44,332,1236,905,car,2,139.72,1.55,7.65,4.67,3.0,1.2,4.81,0
132,3.75,1.57,338,762,425,car,2,139.34,9.33,11.04,9.87,-1.0,-1.0,-1.0,0
133,3.64,1.5,341,683,343,car,1,139.01,12.1,12.38,12.21,35.74,2.89,-1.0,0
134,3.94,1.61,349,710,362,car,1,139.22,10.72,12.23,11.57,11.03,0.92,7.0,1
135,4.13,1.61,360,635,276,car,1,138.58,14.31,16.39,15.17,34.73,2.34,49.66,1
139,4.09,1.55,374,802,429,car,2,139.48,9.01,11.05,9.73,-1.0,-1.0,-1.0,0
138,3.94,1.44,379,1287,909,car,2,139.71,1.34,7.8,4.65,1.24,0.59,4.84,0
141,3.71,1.5,380,639,260,car,1,137.55,15.55,16.48,15.98,70.42,4.44,58.14,0
144,5.0,2.14,385,547,163,car,1,55.76,9.24,10.28,10.1,-1.0,-1.0,-1.0,3
140,3.79,1.43,389,1299,911,car,2,139.71,1.81,7.38,4.63,5.62,1.98,9.94,0
145,3.79,1.54,395,727,333,car,1,139.16,11.53,13.69,12.59,15.45,1.13,11.51,0
142,3.83,1.5,397,1318,922,car,2,139.71,2.69,6.76,4.54,4.05,1.3,5.5,0
146,3.86,1.65,399,676,278,car,1,137.98,14.33,15.92,14.95,13.54,0.94,493.34,0
143,3.86,1.44,400,1364,965,car,2,139.5,2.85,7.18,4.34,3.07,0.69,4.21,1
148,4.12,1.63,422,865,444,car,2,139.17,9.0,9.51,9.4,-1.0,-1.0,-1.0,0
149,3.83,1.46,425,706,282,car,1,137.03,14.08,15.07,14.63,19.09,1.36,-1.0,0
150,4.91,1.91,438,750,313,truck,1,137.38,12.18,14.34,13.25,12.3,0.99,7.4,1
151,3.49,1.46,439,731,293,car,1,136.91,13.57,15.2,14.17,5.17,0.37,2.82,1
153,9.43,3.1,447,500,54,car,1,6.39,2.21,3.21,2.93,-1.0,-1.0,-1.0,0
155,3.94,1.54,454,1105,652,car,2,139.53,4.46,9.25,6.42,2.29,0.51,1.78,2
156,3.97,1.58,456,920,465,car,2,139.18,8.17,10.09,8.98,-1.0,-1.0,-1.0,0
159,3.71,1.43,461,805,345,car,1,139.31,11.02,12.78,12.11,13.39,1.15,-1.0,2
160,3.41,1.43,462,769,308,car,1,137.23,12.85,14.48,13.45,5.66,0.41,40.92,0
154,4.5,1.61,470,1425,956,car,2,138.9,2.69,7.4,4.38,2.21,0.58,9.44,0
157,3.72,1.46,471,1355,885,car,2,139.71,1.86,7.51,4.76,2.77,1.0,7.82,0
161,3.94,1.48,474,1643,1170,car,2,139.69,2.54,4.42,3.58,2.44,0.77,3.91,0
162,4.16,1.56,506,1355,850,car,2,139.37,1.21,7.88,4.93,3.82,1.54,46.81,0
163,3.94,1.54,510,825,316,car,1,138.34,12.98,13.36,13.17,19.65,1.49,66.66,0
164,3.92,1.88,512,562,51,car,1,8.25,3.76,4.5,4.25,-1.0,-1.0,-1.0,0
167,3.86,1.57,528,817,290,car,1,137.57,13.87,15.05,14.32,35.66,2.41,15.72,0
168,3.9,1.63,533,997,465,car,2,139.26,8.26,9.73,8.97,-1.0,-1.0,-1.0,0
171,3.75,1.5,536,879,344,car,1,138.22,11.02,13.92,12.1,23.25,1.86,22.72,1
166,3.9,1.54,537,1504,968,car,2,139.71,2.6,6.61,4.34,2.62,0.81,8.73,0
169,3.86,1.52,550,1691,1142,car,2,139.72,2.98,4.95,3.68,0.45,0.12,2.52,1
170,4.64,1.56,553,568,16,truck,1,4.46,8.34,8.4,8.38,-1.0,-1.0,-1.0,0
173,3.64,1.46,561,1157,597,car,2,139.47,4.85,10.66,7.06,4.69,0.89,3.53,1
174,3.83,1.5,572,850,279,car,1,137.74,14.67,15.05,14.86,12.04,0.82,13.95,0
175,3.93,1.55,580,1042,463,car,2,139.47,8.29,9.74,9.02,-1.0,-1.0,-1.0,0
176,3.83,1.61,587,754,168,car,1,54.24,9.7,9.91,9.78,-1.0,-1.0,-1.0,0
172,4.13,1.46,596,1431,836,car,2,139.26,1.28,7.26,4.99,3.94,1.82,21.65,0
177,3.89,1.75,598,770,173,car,2,38.51,4.44,7.73,6.51,-1.0,-1.0,-1.0,1
178,3.75,1.65,614,923,310,car,1,138.69,12.9,13.91,13.48,32.17,2.48,54.53,0
181,3.71,1.5,636,897,262,car,1,137.29,14.91,16.09,15.72,21.52,1.34,15.54,0
180,4.91,1.8,638,1598,961,truck,2,138.66,2.25,5.64,4.3,2.85,0.6,6.6,0
183,3.71,1.46,640,915,276,car,1,136.63,14.64,15.09,14.9,41.74,2.79,23.74,0
184,3.64,1.54,649,951,303,car,1,138.86,11.97,14.56,13.75,11.03,0.86,9.68,1
179,3.79,1.48,653,1417,765,car,2,139.56,1.88,8.35,5.5,2.55,1.31,30.53,0
182,4.06,1.46,655,1779,1125,car,2,139.52,2.47,4.94,3.73,4.39,1.01,15.2,2
187,3.79,1.43,663,1384,722,car,2,139.32,3.07,11.83,5.82,3.45,1.03,7.27,2
186,3.58,1.65,663,716,54,car,1,8.56,4.29,4.57,4.5,-1.0,-1.0,-1.0,0
188,3.68,1.57,666,997,332,car,1,138.11,11.82,13.26,12.51,128.32,10.85,-1.0,0
189,3.9,1.57,667,926,260,car,1,137.64,14.66,16.93,15.9,12.07,0.82,23.28,1
190,4.27,1.73,673,1088,416,car,1,123.46,8.48,9.56,8.94,-1.0,-1.0,-1.0,3
191,4.06,1.85,680,845,166,car,2,38.67,3.96,8.25,6.68,-1.0,-1.0,-1.0,1
193,3.56,1.5,687,1002,316,car,1,139.01,11.96,14.12,13.23,11.92,1.0,205.3,1
192,3.98,1.43,703,1655,953,car,2,139.41,2.92,5.59,4.39,2.17,0.68,7.95,0
194,3.9,1.5,722,1503,782,car,2,139.56,1.84,7.29,5.34,3.07,1.55,114.47,0
195,3.94,1.65,727,1028,302,car,1,138.06,13.58,14.78,13.82,10.46,0.77,7.17,1
196,4.02,1.71,734,1093,360,car,2,139.05,11.04,11.81,11.61,-1.0,-1.0,-1.0,0
197,3.94,1.54,741,1092,352,car,1,138.82,11.25,12.08,11.83,17.62,1.56,-1.0,1
198,4.1,1.57,742,929,188,car,1,57.02,8.49,9.55,9.15,-1.0,-1.0,-1.0,0
201,4.01,1.65,753,978,226,car,1,137.08,18.01,18.53,18.28,32.29,1.77,15.16,0
202,4.13,1.44,760,1383,624,car,2,139.05,4.76,9.32,6.66,5.4,1.13,3.26,1
200,3.86,1.5,765,1787,1023,car,2,139.52,2.98,5.66,4.1,3.15,0.97,5.65,0
199,3.83,1.46,769,1472,704,car,2,139.57,2.4,8.58,5.94,3.75,1.27,38.84,0
203,3.95,1.43,784,1634,851,car,2,139.56,2.75,7.39,4.91,3.86,1.28,13.45,1
205,4.18,1.64,784,1149,366,car,2,138.94,10.48,12.08,11.4,-1.0,-1.0,-1.0,0
206,3.94,1.68,790,989,200,car,1,58.61,7.92,9.9,8.89,-1.0,-1.0,-1.0,3
207,3.75,1.61,801,1142,342,car,1,138.69,11.79,12.59,12.15,14.92,1.23,21.42,1
208,3.64,1.43,806,1429,624,car,2,139.08,4.56,11.06,6.73,2.21,0.48,4.56,1
204,3.75,1.52,808,1567,760,car,2,139.76,1.84,7.64,5.5,3.52,0.79,5.09,0
209,3.55,1.72,815,871,57,car,1,8.65,3.67,4.19,4.07,-1.0,-1.0,-1.0,0
211,3.8,1.5,849,1527,679,car,2,139.35,3.41,10.9,6.18,1.27,0.2,1.93,5
210,3.98,1.5,855,1820,966,car,2,139.52,2.9,5.8,4.33,2.32,0.56,2.49,0
213,3.59,1.79,861,913,53,car,1,8.3,4.36,4.55,4.51,-1.0,-1.0,-1.0,0
214,3.38,1.54,864,1180,317,car,1,138.67,11.59,15.34,13.24,10.42,0.85,11.41,1
215,3.49,1.5,869,1102,234,car,1,137.23,16.75,18.09,17.63,65.77,3.93,-1.0,0
212,4.31,1.46,875,1858,984,car,2,139.12,3.23,5.74,4.23,1.99,0.59,4.88,0
218,3.96,1.65,894,1244,351,car,2,138.84,11.21,12.18,11.92,-1.0,-1.0,-1.0,0
219,3.88,1.49,894,1708,815,car,2,139.08,2.87,9.6,5.16,1.88,0.62,6.89,3
217,4.05,1.5,910,1680,771,car,2,139.35,2.96,7.91,5.42,2.06,0.48,5.73,0
221,4.16,1.57,912,1165,254,car,1,138.32,15.06,16.89,16.3,21.64,1.43,-1.0,1
220,4.2,1.56,918,1564,647,car,2,139.09,4.07,8.69,6.47,12.07,2.66,738.61,0
222,3.71,1.54,918,1197,280,car,1,137.79,14.73,14.92,14.83,11.03,0.74,-1.0,0
223,7.76,2.42,918,1259,342,truck,1,135.77,7.25,12.51,11.59,20.66,2.31,-1.0,0
224,4.04,1.63,926,1270,345,car,2,139.18,11.36,12.42,12.1,-1.0,-1.0,-1.0,0
225,3.71,1.71,936,1166,231,car,1,62.99,7.86,8.43,8.18,-1.0,-1.0,-1.0,3
226,3.56,1.35,955,1946,992,car,2,139.84,2.89,5.49,4.23,4.61,1.28,9.86,0
227,4.88,1.56,957,1892,936,truck,2,138.99,2.98,5.49,4.46,4.61,1.02,8.25,0
229,3.83,1.57,966,1307,342,car,2,138.86,11.25,12.89,12.22,-1.0,-1.0,-1.0,0
230,4.08,1.93,967,1030,64,car,1,9.1,3.07,4.04,3.75,-1.0,-1.0,-1.0,0
228,4.05,1.5,971,1603,633,car,2,139.41,4.37,8.51,6.62,2.4,0.55,29483.86,0
232,3.79,1.61,978,1253,276,car,1,138.02,14.64,15.39,15.03,30.94,2.11,-1.0,0
233,3.96,1.71,983,1345,363,car,1,122.95,8.66,11.18,10.18,-1.0,-1.0,-1.0,3
231,4.01,1.54,988,1730,743,car,2,139.39,3.1,7.3,5.61,2.48,0.55,4.73,0
234,4.28,1.93,999,1154,156,car,2,37.98,5.37,8.41,7.21,-1.0,-1.0,-1.0,1
235,3.79,1.52,1008,1292,285,car,1,137.06,14.07,14.72,14.46,40.76,2.9,-1.0,0
237,3.86,1.61,1024,1294,271,car,1,137.55,15.21,15.55,15.33,17.32,1.12,27.68,0
238,4.03,1.65,1030,1359,330,car,2,139.04,11.94,13.03,12.64,-1.0,-1.0,-1.0,0
240,3.79,1.54,1037,1327,291,car,1,137.34,13.8,14.53,14.19,9.64,0.7,-1.0,0
241,3.71,1.46,1039,1322,284,car,1,137.72,14.45,14.9,14.6,-1.0,-1.0,-1.0,0
236,3.86,1.35,1044,1949,906,car,2,139.54,2.9,5.94,4.63,3.94,0.9,7.86,0
239,3.83,1.48,1046,2026,981,car,2,139.56,3.32,4.89,4.27,5.7,1.49,13.92,2
243,3.83,1.76,1048,1411,364,car,1,122.34,8.8,10.79,10.1,-1.0,-1.0,-1.0,3
242,3.6,1.5,1053,1729,677,car,2,139.82,3.53,8.54,6.18,2.77,0.52,9.15,1
244,3.79,1.5,1058,1696,639,car,2,139.65,4.23,8.23,6.56,9.11,2.01,-1.0,0
245,4.26,1.87,1075,1222,148,car,2,38.32,4.13,9.28,7.4,-1.0,-1.0,-1.0,1
246,8.66,2.21,1093,1565,473,bus,2,135.02,6.24,9.44,8.46,35.44,3.76,10.39,2
247,3.75,1.54,1097,1370,274,car,1,137.66,14.36,15.66,15.09,32.7,2.27,-1.0,0
248,3.84,1.72,1098,1450,353,car,1,123.13,9.18,11.52,10.49,-1.0,-1.0,-1.0,3
249,3.86,1.57,1115,1398,284,car,1,137.72,14.52,14.74,14.61,30.64,2.09,55.92,0
251,3.62,1.71,1127,1176,50,car,1,8.11,4.36,4.63,4.58,-1.0,-1.0,-1.0,0
253,4.5,1.54,1129,1417,289,car,1,138.0,13.17,14.59,14.3,40.24,2.89,-1.0,0
254,3.6,1.59,1132,1393,262,car,1,137.76,15.62,15.94,15.83,8.1,0.51,12.34,0
252,3.86,1.57,1138,1824,687,car,2,139.61,3.81,6.9,6.08,4.09,0.69,2.92,0
255,4.05,1.46,1140,1779,640,car,2,139.37,4.65,8.66,6.54,3.23,0.57,5.71,0
250,3.9,1.5,1146,2183,1038,car,2,139.59,2.95,5.06,4.03,5.06,1.37,10.55,0
257,3.53,1.5,1152,1679,528,car,2,139.47,6.44,8.81,7.91,13.69,1.79,43.99,1
258,3.73,1.76,1173,1220,48,car,1,8.23,4.63,4.88,4.82,-1.0,-1.0,-1.0,0
259,3.99,1.69,1180,1546,367,car,1,124.56,9.52,10.61,10.21,-1.0,-1.0,-1.0,3
261,3.9,1.61,1189,1457,269,car,1,138.28,14.79,15.94,15.45,20.85,1.36,24.5,1
260,4.05,1.57,1190,1737,548,car,2,139.2,5.19,8.64,7.64,3.6,0.46,11.37,1
262,3.75,1.54,1191,1820,630,car,2,139.55,4.35,8.2,6.69,1.12,0.19,14.03,2
263,4.09,1.78,1197,1338,142,car,2,38.17,6.78,9.3,8.08,-1.0,-1.0,-1.0,1
264,3.71,1.54,1204,1659,456,car,1,139.56,8.3,9.64,9.15,7.61,0.82,-1.0,1
256,12.98,2.17,1215,2050,836,truck,2,130.48,3.03,5.8,4.67,6.94,1.55,6.75,0
265,3.75,1.41,1219,1879,661,car,2,139.56,4.65,6.95,6.32,8.03,1.22,7.3,0
266,3.9,1.43,1221,1834,614,car,2,139.29,4.37,8.72,6.81,7.91,1.25,9.53,0
268,3.68,1.5,1224,1476,253,car,1,137.25,15.62,16.55,16.29,38.7,2.34,21.18,0
267,3.79,1.5,1232,2306,1075,car,2,139.69,2.04,4.9,3.88,3.45,0.89,6.67,0
269,3.79,1.5,1236,1493,258,car,1,137.55,15.48,16.4,16.05,50.51,3.12,98.94,0
271,3.34,1.46,1237,1526,290,car,1,137.79,14.0,14.67,14.29,19.69,1.35,-1.0,2
270,3.3,1.43,1238,1911,674,car,2,139.63,3.44,8.61,6.25,3.49,0.57,4.52,1
272,3.82,1.61,1247,1714,468,car,1,139.63,7.64,9.68,8.91,8.62,0.94,35.58,1
273,4.24,1.59,1260,1516,257,car,1,137.78,15.98,16.41,16.19,15.64,0.96,48.45,0
274,4.28,1.57,1276,1544,269,car,1,138.02,13.37,16.64,15.35,16.12,1.15,67.29,0
276,8.65,2.77,1284,1693,410,bus,1,121.76,4.9,9.75,8.6,-1.0,-1.0,-1.0,3
275,3.83,1.46,1285,1914,630,car,2,139.54,4.23,7.84,6.64,5.55,1.29,30.22,0
278,3.9,1.54,1293,1943,651,car,2,139.56,4.5,7.18,6.42,8.55,1.49,15.74,0
281,3.68,1.54,1295,1597,303,car,1,138.19,13.23,14.45,13.71,27.0,2.04,-1.0,1
282,3.34,1.46,1301,1768,468,car,1,138.79,7.44,9.99,8.92,9.45,1.03,11.7,1
280,3.9,1.46,1302,2309,1008,car,2,139.71,1.96,5.36,4.16,1.09,0.35,7.01,0
