trackId,length,width,initialFrame,finalFrame,numFrames,class,drivingDirection,traveledDistance,minXVelocity,maxXVelocity,meanXVelocity,minDHW,minTHW,minTTC,numLaneChanges
1481,3.57,1.78,9181,9205,25,car,1,2.85,2.57,2.82,2.73,-1.0,-1.0,-1.0,0
1482,3.93,1.62,9182,9547,366,car,2,136.27,9.85,12.0,11.19,-1.0,-1.0,-1.0,0
1483,3.9,1.46,9187,9818,632,car,2,53.94,1.69,3.26,2.55,3.94,1.54,6.16,0
1484,3.49,1.5,9194,9442,249,car,1,133.76,15.62,16.34,16.16,18.71,1.14,15.42,0
1485,3.71,1.5,9198,9473,276,car,1,134.7,12.39,15.9,14.63,5.7,0.41,80.23,1
1486,6.98,2.44,9199,9579,381,truck,1,134.59,6.4,11.08,10.36,28.72,3.31,-1.0,0
1487,4.09,1.5,9202,9818,617,car,2,57.36,1.79,4.05,2.78,3.15,1.26,4.62,0
1488,3.59,1.51,9225,9578,354,car,2,135.67,10.9,12.03,11.53,-1.0,-1.0,-1.0,0
1489,3.79,1.44,9226,9519,294,car,1,134.81,12.94,14.33,13.8,8.92,0.68,-1.0,0
1490,3.7,1.47,9229,9818,590,car,2,88.98,2.42,7.54,4.57,2.55,0.67,2.46,3
1491,3.82,2.08,9248,9278,31,car,1,3.28,2.22,2.62,2.49,-1.0,-1.0,-1.0,0
1493,3.71,1.43,9252,9549,298,car,1,134.31,13.05,14.04,13.58,37.54,2.87,-1.0,0
1492,4.2,1.56,9252,9818,567,car,2,61.09,1.93,4.97,3.2,3.19,0.92,1.22,0
1494,3.71,1.56,9262,9564,303,car,1,135.13,12.66,14.38,13.44,11.78,0.93,115.34,0
1495,3.56,1.5,9263,9818,556,car,2,125.62,5.38,8.45,6.81,5.14,0.81,4.35,1
1496,4.09,1.41,9265,9818,554,car,2,49.54,1.42,3.62,2.67,2.4,1.07,9.34,0
1497,3.56,1.52,9280,9585,306,car,1,134.57,12.38,14.41,13.24,8.29,0.67,43.65,0
1498,4.28,1.5,9286,9818,533,car,2,47.06,1.69,3.31,2.63,2.06,0.91,5.49,0
1499,4.15,1.63,9287,9658,372,car,2,135.7,9.64,11.89,10.88,-1.0,-1.0,-1.0,0
1500,4.01,1.54,9295,9615,321,car,1,135.09,12.35,13.14,12.69,9.82,0.78,-1.0,0
1501,4.28,1.59,9298,9818,521,car,2,50.57,1.15,4.01,2.88,1.35,0.75,3.34,0
1502,3.9,1.56,9319,9818,500,car,2,102.93,4.58,7.33,6.12,11.1,2.06,13.13,1
1503,3.85,1.55,9322,9563,242,car,1,113.84,14.04,14.54,14.21,-1.0,-1.0,-1.0,3
1504,4.61,1.57,9337,9818,482,car,2,52.46,1.15,5.3,3.2,2.59,0.83,2.69,0
1505,4.13,1.67,9339,9659,321,car,1,134.96,11.82,13.69,12.64,14.25,1.2,22.55,1
1506,4.0,1.82,9343,9373,31,car,1,3.32,3.18,3.29,3.24,-1.0,-1.0,-1.0,0
1507,3.68,1.43,9347,9645,299,car,1,133.69,12.81,14.02,13.43,21.82,1.64,60.12,0
1508,5.03,2.25,9369,9634,266,truck,1,134.32,14.7,15.36,15.21,82.65,5.38,68.2,0
1510,3.49,1.48,9390,9683,294,car,1,133.8,13.22,14.12,13.69,13.99,1.0,59.55,0
1509,4.05,1.57,9390,9713,324,car,1,135.43,11.96,13.13,12.56,16.27,1.32,204.64,0
1511,4.43,1.59,9392,9818,427,car,2,38.83,1.55,3.61,2.72,2.81,1.1,11.86,0
1513,4.13,1.54,9393,9818,426,car,2,85.19,5.45,7.93,6.12,6.9,1.19,32.86,1
1512,4.24,1.54,9394,9818,425,car,2,38.7,1.27,3.43,2.68,4.27,1.72,14.6,0
1514,3.59,1.57,9396,9705,310,car,1,112.94,9.99,11.15,10.92,-1.0,-1.0,-1.0,3
1515,3.64,1.54,9397,9694,298,car,1,134.61,13.15,14.49,13.69,9.82,0.68,-1.0,0
1517,3.87,1.59,9412,9774,363,car,2,136.12,10.27,11.56,11.24,-1.0,-1.0,-1.0,0
1516,3.7,1.92,9412,9429,18,car,1,0.96,1.82,1.83,1.83,-1.0,-1.0,-1.0,0
1518,5.22,1.49,9433,9441,9,truck,1,0.31,1.12,1.13,1.12,-1.0,-1.0,-1.0,0
1520,3.83,1.61,9434,9695,262,car,1,134.01,14.93,15.7,15.4,10.35,0.68,7.06,1
1519,3.9,1.37,9434,9818,385,car,2,41.66,1.71,5.2,3.23,3.45,1.31,27.93,0
1522,4.06,1.9,9449,9482,34,car,1,3.88,2.16,2.75,2.55,-1.0,-1.0,-1.0,0
1523,3.68,1.54,9459,9793,335,car,1,135.11,10.98,12.74,12.11,13.35,1.18,365.07,0
1525,3.95,1.58,9468,9818,351,car,2,118.95,9.08,10.52,10.14,-1.0,-1.0,-1.0,0
1524,4.43,1.72,9468,9468,1,car,2,0.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,0
1526,8.44,2.89,9477,9805,329,bus,1,107.06,4.37,10.37,9.39,-1.0,-1.0,-1.0,3
1528,3.9,1.47,9480,9818,339,car,2,65.92,5.49,6.75,5.89,11.25,2.02,38.61,1
1527,4.2,1.57,9486,9818,333,car,2,40.42,1.84,4.3,3.6,5.89,1.74,5.46,0
1530,3.86,1.5,9496,9813,318,car,1,135.51,11.84,12.99,12.74,42.26,3.43,-1.0,0
1529,4.05,1.44,9497,9818,322,car,2,28.67,1.84,3.28,2.6,3.26,1.31,49.88,0
1531,4.16,1.54,9511,9818,308,car,2,28.91,1.0,3.82,2.78,3.6,1.64,27.59,0
1532,4.4,1.68,9538,9818,281,car,2,94.87,8.66,10.53,10.06,-1.0,-1.0,-1.0,0
1533,3.96,1.45,9539,9818,280,car,2,54.1,5.5,6.21,5.74,6.15,1.1,37.18,1
1534,3.9,1.57,9546,9818,273,car,1,112.39,12.12,13.21,12.47,27.52,2.19,19.16,0
1535,8.69,2.84,9547,9818,272,car,1,90.26,4.19,10.44,9.52,-1.0,-1.0,-1.0,0
1536,3.68,1.52,9551,9793,243,car,1,132.6,16.22,16.84,16.49,58.35,3.54,24.39,0
1538,4.08,1.75,9568,9705,138,car,2,35.8,5.94,8.63,7.65,-1.0,-1.0,-1.0,1
1540,3.68,1.46,9570,9818,249,car,1,99.24,11.98,12.03,12.01,27.56,2.3,-1.0,0
1539,4.58,1.59,9570,9818,249,car,2,33.0,1.14,4.56,3.8,3.38,0.74,2.89,0
1541,4.17,1.46,9585,9818,234,car,2,25.09,1.55,4.15,3.17,7.09,2.63,-1.0,0
1542,4.5,1.63,9591,9818,228,car,2,20.81,1.28,2.84,2.59,2.55,0.95,9.22,0
1543,3.89,2.0,9603,9618,16,car,1,2.79,5.35,5.38,5.37,-1.0,-1.0,-1.0,0
1544,4.16,1.56,9611,9818,208,car,1,94.61,13.15,15.18,13.84,13.46,1.02,8.52,0
1545,4.69,1.61,9636,9818,183,car,2,17.96,1.14,3.78,2.83,4.24,1.71,-1.0,0
1546,3.79,1.48,9640,9818,179,car,1,86.27,14.49,14.59,14.54,95.89,6.6,60.85,0
1547,3.96,1.52,9645,9818,174,car,2,69.38,11.78,12.67,12.24,-1.0,-1.0,-1.0,0
1548,4.12,1.61,9658,9813,156,car,1,92.77,17.85,18.28,18.05,7.01,0.39,1.57,1
1549,4.05,1.5,9686,9818,133,car,2,11.98,1.14,2.84,2.43,4.69,1.65,25.19,0
1550,4.09,1.54,9688,9818,131,car,1,60.47,13.66,14.16,13.95,19.54,1.43,-1.0,0
1551,4.1,1.61,9694,9818,125,car,1,47.7,10.98,11.67,11.46,-1.0,-1.0,-1.0,0
1552,4.24,1.5,9695,9818,124,car,2,14.44,1.71,4.12,3.31,5.21,1.48,147.62,0
1553,4.16,1.5,9700,9818,119,car,2,15.84,2.55,4.21,3.73,10.69,2.98,-1.0,0
1554,4.01,1.44,9700,9818,119,car,1,49.29,12.5,12.63,12.55,46.5,3.68,75.67,0
1555,4.32,1.58,9712,9818,107,car,2,32.7,7.76,9.77,8.97,-1.0,-1.0,-1.0,0
1557,4.28,1.65,9717,9818,102,car,1,43.59,11.86,13.13,12.7,2.62,0.22,-1.0,1
1558,3.77,1.89,9721,9738,18,car,1,3.38,5.5,5.56,5.53,-1.0,-1.0,-1.0,0
1560,7.54,2.36,9734,9818,85,car,2,4.46,0.73,1.47,1.28,3.3,2.88,-1.0,0
1561,3.68,1.46,9735,9818,84,car,1,47.34,16.45,17.2,16.93,95.51,5.59,369.87,0
1559,14.86,2.63,9740,9818,79,truck,2,21.16,6.26,8.14,7.58,32.32,3.97,14.96,1
1562,3.94,1.54,9743,9818,76,car,1,31.5,12.61,12.67,12.63,13.76,1.09,93.43,0
1563,4.14,1.63,9747,9818,72,car,2,19.85,7.39,8.28,8.0,-1.0,-1.0,-1.0,0
1564,4.39,1.56,9756,9818,63,car,2,8.25,2.29,3.87,3.33,1.5,0.44,-1.0,0
1565,3.94,1.54,9762,9818,57,car,1,25.93,13.53,13.82,13.72,12.94,0.94,17.41,0
1566,4.28,1.46,9763,9818,56,car,2,6.97,2.55,3.57,3.24,4.39,1.35,-1.0,0
1567,4.09,1.5,9782,9818,37,car,1,15.96,13.1,13.21,13.17,23.7,1.81,-1.0,0
1568,4.16,1.54,9788,9818,31,car,2,2.76,2.41,2.59,2.52,5.21,2.01,-1.0,0
1569,3.91,1.83,9794,9808,15,car,1,2.25,4.52,4.56,4.54,-1.0,-1.0,-1.0,0
1570,7.73,2.51,9796,9818,23,truck,1,4.07,5.72,5.77,5.74,18.52,3.21,-1.0,0
1571,4.01,1.61,9800,9818,19,car,1,9.22,14.98,15.04,15.02,46.42,3.09,52.83,0
1572,4.24,1.7,9805,9818,14,car,2,3.6,6.45,6.6,6.54,-1.0,-1.0,-1.0,0
1573,4.46,2.04,9809,9818,10,car,2,1.85,6.34,6.34,6.34,-1.0,-1.0,-1.0,1
