ts,nad_status,nad_status_str,x,y,z,h,spd_mps,spd_kph,acc_lgt_mpss,acc_lat_mpss,dynamicobj.OBJ_Info.OBJ_CIPV_ID,dynamicobj.OBJ_Info.OBJ_CIPV_Lost,dynamicobj.OBJ_Info.OBJ_Is_CCI,road_id,lane_id
1706928730820468352,5,PilotStdby,56.80376224574775,-3.137544961487947,-0.2027516172633667,-0.0869779442171049,14.428211106275224,51.94155754959337,0.1508586901358866,-0.2553312546768039,0.0,False,False,2,1
1706928730830468352,5,PilotStdby,56.94834580125735,-3.1535035476135818,-0.2033275246247807,-0.0868399927392871,14.4375,51.97499847412109,0.1275309324264526,-0.2844909429550171,0.0,False,False,2,1
1706928730840468352,5,PilotStdby,57.09323152171828,-3.16762381223316,-0.2041009254830399,-0.0866776240001196,14.443547208100108,51.996769013829145,0.1161408971452513,-0.288287622343262,0.0,False,False,2,2
1706928730850468352,5,PilotStdby,57.23876669182482,-3.1817263205257404,-0.2048793367780899,-0.0865104970769723,14.453125,52.03125,0.0981009379029274,-0.2943009436130523,0.0,False,False,2,2
1706928730860468352,5,PilotStdby,57.3883752101292,-3.195720347839597,-0.2056891185531899,-0.086313670370037,14.458871698755502,52.05193727371823,0.0908849227255826,-0.3231650043224313,0.0,False,False,2,2
1706928730870468352,5,PilotStdby,57.53775931390555,-3.209658808779295,-0.2064953406925394,-0.0861165789614628,14.46875,52.08749771118164,0.0784809365868568,-0.3727809488773346,0.0,False,False,2,2
1706928730880468352,5,PilotStdby,57.68510124790828,-3.223096895985464,-0.2072695282622856,-0.085917164274949,14.46875,52.08749771118164,0.0784809365868568,-0.3899820429437578,0.0,False,False,2,2
1706928730890468352,5,PilotStdby,57.83222607128528,-3.236482159306661,-0.2080430568338389,-0.0857154076287353,14.46875,52.08749771118164,0.0784809365868568,-0.421830952167511,0.0,False,False,2,2
1706928730900468352,5,PilotStdby,57.97790286234749,-3.249511216526571,-0.208812246989023,-0.0854977203279776,14.473923960338974,52.10612447367152,0.0752325171097375,-0.3990920158276764,0.0,False,False,2,2
1706928730910468352,5,PilotStdby,58.12332108818828,-3.2625370385171664,-0.2095673727155897,-0.0852801936292532,14.484375,52.14374923706055,0.0686709359288215,-0.353160947561264,0.0,False,False,2,2
1706928730920468352,5,PilotStdby,58.2610156275191,-3.275457772109576,-0.2099077688562154,-0.0850675602179654,14.484375,52.14374923706055,0.0871065389436463,-0.353160947561264,0.0,False,False,2,2
1706928730930468352,5,PilotStdby,58.39976958564421,-3.288382769805821,-0.2102848273551618,-0.0848513187070521,14.484375,52.14374923706055,0.1275309324264526,-0.353160947561264,0.0,False,False,2,2
