obj_id,class,class_str,ts,length,width,height,lgt,lat,x,y,z,h,vel_lgt_mps,vel_lat_mps,speed_direction,acc_lgt_mpss,acc_lat_mpss,acc_direction,OBJ_Existence_Probability,OBJ_Lane_Assignment,OBJ_Measuring_Status,OBJ_Motion_Status,OBJ_Motion_Category,OBJ_Is_Blocked_Parts,OBJ_Heading,OBJ_Heading_STD,OBJ_Angle_Rate,OBJ_Angle_Rate_STD,OBJ_Brake_Light,OBJ_Turn_Indicator,OBJ_Dst_Left_Line,OBJ_Dst_Right_Line,OBJ_Is_Blocked_Left,OBJ_Is_Blocked_Right,OBJ_Distance.Long_Position,OBJ_Distance.Long_Position_STD,OBJ_Distance.Lat_Position,OBJ_Distance.Lat_Position_STD,OBJ_Distance.Vertical_Position,OBJ_Distance.Vertical_Position_STD,OBJ_Abs_Velocity.Long_Velocity,OBJ_Abs_Velocity.Long_Velocity_STD,OBJ_Abs_Velocity.Lat_Velocity,OBJ_Abs_Velocity.Lat_Velocity_STD,OBJ_Abs_Velocity.Up_Velocity,OBJ_Abs_Velocity.Up_Velocity_STD,OBJ_Abs_Acc.Long_Acc,OBJ_Abs_Acc.Long_Acc_STD,OBJ_Abs_Acc.Lat_Acc,OBJ_Abs_Acc.Lat_Acc_STD,OBJ_Abs_Acc.Up_Acc,OBJ_Abs_Acc.Up_Acc_STD,source,OBJ_Cut_In_Lat_Distance,OBJ_Cut_In_Lat_Distance_STD,OBJ_Cut_In_Long_Distance,OBJ_Cut_In_Long_Distance_STD,OBJ_Cut_In_Angle,OBJ_Cut_In_Angle_STD,OBJ_Age_Second,OBJ_Object_Class,OBJ_Object_SpecialClass,OBJ_Missing_Age_Second,OBJ_Left_Indicator,OBJ_Right_Indicator,OBJ_Brake_Light_Probability,OBJ_Left_Indicator_Probability,OBJ_Right_Indicator_Probability,obj_motion_consistent_prob,road_id,lane_id
354695,101,Car,1706928726990468352,4.481452465057373,1.8325707912445068,1.4817302227020264,-96.9862060546875,-0.6166069507598877,-96.85449748192804,4.539696886213332,-0.259230226278305,-0.0179257472777207,14.052949905395508,0.4958617687225342,-0.017925748810985,0.0,0.0,-0.0531963599645932,-1.0,0,14,4,10,0,0.0352706126868724,0.1083224415779113,0.0,0.1000000014901161,0,0,0.0,0.0,False,False,-96.9862060546875,0.5457100868225098,-0.6166069507598877,0.6417928338050842,-0.259230226278305,9.999999747378752e-06,14.052949905395508,0.3755440413951874,0.4958617687225342,1.5223063230514526,0.0,0.0,0.0,9.993780622608028e-06,0.0,3.526329805936257e-07,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,77.21257019042969,101,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1,-1
386711,101,Car,1706928726990468352,4.43424654006958,1.8380491733551023,1.476117491722107,22.8060302734375,-0.9515795111656188,22.750470703172198,-2.1643076298004678,0.7310347557067871,-0.0516942245453064,14.94297981262207,0.0224463958293199,-0.0516942245653608,-0.7280300259590149,-0.0010936005273833,-3.1932868781123687,0.7021715641021729,1,14,4,10,0,0.0015021354192867,0.0011215556878596,0.0,0.1000000014901161,2,0,0.0,0.0,False,False,22.8060302734375,0.03557900339365,-0.9515795111656188,0.0149143254384398,0.7310347557067871,0.0010000000474974,14.94297981262207,0.1836753189563751,0.0224463958293199,0.0167616549879312,0.0,0.0,-0.7280300259590149,0.4280983805656433,-0.0010936005273833,0.0010393479606136,0.0,0.0,2,0.0,0.0,0.0,0.0,0.027620917186141,0.0,19.385967254638672,101,0,0.0667140483856201,2,2,0.1928133517503738,0.0054922900162637,0.0045347926206886,0.0298619363456964,1,1
390316,101,Car,1706928726990468352,4.497134685516357,1.840104818344116,1.559187650680542,-51.143699645996094,-2.682167053222656,-51.18666801091695,0.0395542468686228,0.2018541544675827,-0.0241441694819767,10.56139850616455,0.3069181144237518,-0.0241441695710571,-0.0009968138765543,-2.8967777325306088e-05,-3.1657368227103366,-1.0,1,14,4,10,0,0.0290521904826164,0.0062360875308513,0.0,0.1000000014901161,0,0,0.0,0.0,False,False,-51.143699645996094,0.1204272881150245,-2.682167053222656,0.0671726167201995,0.2018541544675827,0.0010000000474974,10.56139850616455,0.3111210465431213,0.3069181144237518,0.0664794668555259,0.0,0.0,-0.0009968138765543,0.0015516465064138,-2.8967777325306088e-05,4.551787787931971e-05,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,16.060762405395508,101,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1,-1
395774,101,Car,1706928726990468352,4.4295148849487305,1.8340532779693604,1.502162218093872,44.835086822509766,3.741033315658569,44.99787731103143,1.350354062209106,1.0188332796096802,-0.0368682542615969,11.285420417785645,0.184285894036293,-0.0368682561260145,-2.071197032928467,-0.033821728080511,-3.178460908701886,-1.0,2,14,4,10,0,0.0163281057029962,0.00298409210518,0.0,0.1000000014901161,1,0,0.0,0.0,False,False,44.835086822509766,0.0949446484446525,3.741033315658569,0.038780603557825,1.0188332796096802,0.0010000000474974,11.285420417785645,0.5033320784568787,0.184285894036293,0.0346652157604694,0.0,0.0,-2.071197032928467,1.141936182975769,-0.033821728080511,0.0196449123322963,0.0,0.0,2,0.0,0.0,0.0,0.0,-1.0,0.0,9.992066383361816,101,0,0.0667140483856201,2,2,0.989101231098175,0.008214590139687,0.0033553629182279,-1.0,2,0
396827,101,Car,1706928726990468352,4.421786785125732,1.8248581886291504,1.4941798448562622,37.977909088134766,0.8764771819114685,37.99808759164621,-1.145545015996044,0.954220712184906,-0.0499689407446821,10.971327781677246,0.0354091972112655,-0.0499689407340047,-0.8038330078125,-0.0025943149812519,-3.1915615944905165,0.7151836156845093,1,14,4,10,0,0.003227419219911,0.0018560390453785,0.0,0.1000000014901161,1,0,0.0,0.0,False,False,37.977909088134766,0.0588787458837032,0.8764771819114685,0.0243256594985723,0.954220712184906,0.0010000000474974,10.971327781677246,0.3072432577610016,0.0354091972112655,0.0203873421996831,0.0,0.0,-0.8038330078125,0.7026616334915161,-0.0025943149812519,0.0027145496569573,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0354471690952777,0.0,8.991695404052734,101,0,0.0667140483856201,2,2,0.9845219254493712,0.0054532252252101,0.4449010491371155,0.0583939738571643,1,1
398015,101,Car,1706928726990468352,4.569621562957764,1.8083958625793457,1.5057477951049805,-24.01695251464844,-4.508882999420166,-24.19542299240426,-3.2269413411866754,0.5546149611473083,-0.0489592375965257,13.310169219970703,0.056397158652544,-0.0489592371890098,-0.0008006363059394,-3.392414555491996e-06,-3.190551890869933,-1.0,3,14,4,10,0,0.0042371223680675,0.0029169062618166,0.0,0.1000000014901161,0,0,0.0,0.0,False,False,-24.01695251464844,0.0418544225394725,-4.508882999420166,0.0255187321454286,0.5546149611473083,0.0010000000474974,13.310169219970703,0.143990084528923,0.056397158652544,0.0388293117284774,0.0,0.0,-0.0008006363059394,0.0007281001308001,-3.392414555491996e-06,3.869321517413482e-06,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,7.965634346008301,101,0,0.0,0,0,0.0,0.0,0.0,-1.0,1,2
402579,201,Truck,1706928726990468352,8.453471183776855,2.606804609298706,2.973179340362549,127.57010650634766,7.135380268096924,127.79634238985562,0.3407730058794495,1.8189282417297363,-0.0015174193107922,1.6487191915512085,0.0852800011634826,-0.0015174151203345,0.0,0.0,-0.0531963599645932,-1.0,0,30,3,10,28,0.0516789406538009,0.1175988540053367,0.0,0.1000000014901161,2,0,0.0,0.0,False,False,127.57010650634766,0.3849807679653168,7.135380268096924,0.135974109172821,1.8189282417297363,9.999999747378752e-06,1.6487191915512085,0.503568172454834,0.0852800011634826,0.1956285834312439,0.0,0.0,0.0,9.986649274651429e-06,0.0,5.165593961464765e-07,0.0,0.0,2,0.0,0.0,0.0,0.0,-1.0,0.0,2.324824810028076,201,0,0.0667140483856201,0,0,0.0,0.0,0.0,-1.0,2,0
403803,403,Bicycle,1706928726990468352,1.8809902667999268,0.7962646484375,1.1966304779052734,10.117270469665527,-11.694101333618164,9.5084667567484,-12.21695563649926,0.7112000584602356,1.4436192022836367,0.0,0.0,-0.0531963599645932,0.0,0.0,-0.0531963599645932,-1.0,0,12,1,6,0,1.49681556224823,9.999999747378752e-06,0.0,0.1000000014901161,0,0,0.0,0.0,False,False,10.117270469665527,0.349421739578247,-11.694101333618164,0.2547366321086883,0.7112000584602356,9.999999747378752e-06,0.0,7.391329859274265e-07,0.0,9.97264669422293e-06,0.0,0.0,0.0,7.391329859274265e-07,0.0,9.97264669422293e-06,0.0,0.0,2,0.0,0.0,0.0,0.0,-1.0,0.0,0.934215784072876,403,0,0.2669692039489746,0,0,0.0,0.0,0.0,-1.0,-1,-1
403922,102,SUV,1706928726990468352,4.543546199798584,1.8607075214385984,1.5593174695968628,-71.04365539550781,-6.633683204650879,-71.2685805754123,-2.848266121417081,0.0110847176983952,-0.0439403490894873,16.713350296020508,0.1547033786773681,-0.0439403485781186,0.0,0.0,-0.0531963599645932,-1.0,0,14,4,10,0,0.0092560108751058,0.1049857512116432,0.0,0.1000000014901161,0,0,0.0,0.0,False,False,-71.04365539550781,0.5157450437545776,-6.633683204650879,0.6450591087341309,0.0110847176983952,9.999999747378752e-06,16.713350296020508,0.5405360460281372,0.1547033786773681,1.7546707391738892,0.0,0.0,0.0,9.999571375374217e-06,0.0,9.255878552494325e-08,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,1.070119857788086,102,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1,-1
354695,101,Car,1706928727020944832,4.482455730438232,1.8326987028121948,1.4816977977752686,-97.0526885986328,-0.5820655226707458,-96.43412354969372,4.529745001329617,-0.1824344396591186,-0.0178896780880821,14.0530424118042,0.4932252764701843,-0.0178896802738638,0.0,0.0,-0.0529726814302337,-1.0,0,14,4,10,0,0.0350830033421516,0.1083224415779113,0.0,0.1000000014901161,0,0,0.0,0.0,False,False,-97.0526885986328,0.5457100868225098,-0.5820655226707458,0.6417928338050842,-0.1824344396591186,9.999999747378752e-06,14.0530424118042,0.3755057156085968,0.4932252764701843,1.5223157405853271,0.0,0.0,0.0,9.993846106226556e-06,0.0,3.507580572659208e-07,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,77.21257019042969,101,0,0.0333559513092041,0,0,0.0,0.0,0.0,-1.0,-1,-1
386711,101,Car,1706928727020944832,4.433682918548584,1.837360143661499,1.4759702682495115,22.792930603027344,-1.0074506998062134,23.220862018198297,-2.240618587563597,0.6915993094444275,-0.0520333804479522,14.965699195861816,0.0140573000535368,-0.052033380450348,-0.6823519468307495,-0.0006409340421669,-3.1936260340381097,0.7025284767150879,1,14,4,10,0,0.0009393009822815,0.001109744538553,0.0,0.1000000014901161,2,0,0.0,0.0,False,False,22.792930603027344,0.0352452583611011,-1.0074506998062134,0.014712244272232,0.6915993094444275,0.0010000000474974,14.965699195861816,0.1809386163949966,0.0140573000535368,0.0166089702397584,0.0,0.0,-0.6823519468307495,0.4172388017177582,-0.0006409340421669,0.0008526445017196,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0284900665283203,0.0,19.48603630065918,101,0,0.0,2,2,0.1928133517503738,0.0054459199309349,0.0045347926206886,0.0298719629645347,1,1
390316,101,Car,1706928727020944832,4.496538639068604,1.8403141498565676,1.559459924697876,-51.3266830444336,-2.662259101867676,-50.88240088372256,0.0313729144477654,0.2434525042772293,-0.024108098429693,10.56142234802246,0.3049357533454895,-0.0241080975313039,-0.0009968193480744,-2.8780767024727535e-05,-3.1657007532855768,-1.0,1,14,4,10,0,0.0288645830005407,0.0062360875308513,0.0,0.1000000014901161,0,0,0.0,0.0,False,False,-51.3266830444336,0.1204272881150245,-2.662259101867676,0.0671726167201995,0.2434525042772293,0.0010000000474974,10.56142234802246,0.3111226260662079,0.3049357533454895,0.0664716958999633,0.0,0.0,-0.0009968193480744,0.0015516548883169,-2.8780767024727535e-05,4.5229528041090816e-05,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,16.060762405395508,101,0,0.0333559513092041,0,0,0.0,0.0,0.0,-1.0,-1,-1
395774,101,Car,1706928727020944832,4.4289140701293945,1.833446741104126,1.5008339881896973,44.68430709838867,3.734368801116944,45.33260037918182,1.335446805630896,0.9559712409973145,-0.0372134871604574,11.244307518005373,0.1772159039974212,-0.0372134865828639,-2.0437333583831787,-0.0322102569043636,-3.1788061410762016,-1.0,2,14,4,10,0,0.0157591942697763,0.0027985200285911,0.0,0.1000000014901161,1,0,0.0,0.0,False,False,44.68430709838867,0.0881573036313057,3.734368801116944,0.0369428284466266,0.9559712409973145,0.0010000000474974,11.244307518005373,0.4585146605968475,0.1772159039974212,0.032286524772644,0.0,0.0,-2.0437333583831787,1.0865330696105957,-0.0322102569043636,0.018054187297821,0.0,0.0,2,0.0,0.0,0.0,0.0,-1.0,0.0,10.09213638305664,101,0,0.0,2,2,0.989101231098175,0.008214590139687,0.0033553629182279,-1.0,2,0
396827,101,Car,1706928727020944832,4.423678398132324,1.825838923454285,1.4970457553863523,37.80335998535156,0.8704757690429688,38.30966818702065,-1.1600972023725398,0.9214608073234558,-0.0501908679316473,10.944458961486816,0.030445521697402,-0.0501908679782928,-0.8038174510002136,-0.0022360761649906,-3.1917835213205903,0.7223472595214844,1,14,4,10,0,0.0027818134985864,0.001679700682871,0.0,0.1000000014901161,1,0,0.0,0.0,False,False,37.80335998535156,0.0530139990150928,0.8704757690429688,0.0222944747656583,0.9214608073234558,0.0010000000474974,10.944458961486816,0.2726457118988037,0.030445521697402,0.018399054184556,0.0,0.0,-0.8038174510002136,0.6424214839935303,-0.0022360761649906,0.0022397986613214,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0354903377592563,0.0,9.091764450073242,101,0,0.0,2,2,0.9861315488815308,0.0103488322347402,0.4449010491371155,0.0583832152187824,1,1
398015,101,Car,1706928727020944832,4.569520950317383,1.8087072372436523,1.5059771537780762,-24.10832023620605,-4.502251625061035,-23.79964169716194,-3.247194042086466,0.5754055976867676,-0.0489231940182579,13.310153007507324,0.0538995936512947,-0.0489231938699394,-0.0008006369462236,-3.242186949137249e-06,-3.1905158476184776,-1.0,3,14,4,10,0,0.0040494874119758,0.0029169062618166,0.0,0.1000000014901161,0,0,0.0,0.0,False,False,-24.10832023620605,0.0418544225394725,-4.502251625061035,0.0255187321454286,0.5754055976867676,0.0010000000474974,13.310153007507324,0.1439902037382125,0.0538995936512947,0.0388288497924804,0.0,0.0,-0.0008006369462236,0.0007281007128767,-3.242186949137249e-06,3.761299694815534e-06,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,7.965634346008301,101,0,0.0333559513092041,0,0,0.0,0.0,0.0,-1.0,1,2
402579,201,Truck,1706928727020944832,8.450366020202637,2.6070902347564697,2.9744021892547607,127.02767181396484,7.131317138671875,127.74032136196048,0.3677210619844822,1.7062932252883911,0.0031970780519115,1.6010794639587402,0.0900269448757171,0.0031970761565701,0.0,0.0,-0.0529726814302337,-1.0,0,30,3,10,29,0.0561697594821453,0.1014783009886741,0.0,0.1000000014901161,2,0,0.0,0.0,False,False,127.02767181396484,0.3694705069065094,7.131317138671875,0.1328052580356598,1.7062932252883911,9.999999747378752e-06,1.6010794639587402,0.4856713414192199,0.0900269448757171,0.1647530645132064,0.0,0.0,0.0,9.984229109250007e-06,0.0,5.614022597910662e-07,0.0,0.0,2,0.0,0.0,0.0,0.0,-1.0,0.0,2.4248948097229004,201,0,0.0,0,0,0.0,0.0,0.0,-1.0,2,0
403922,102,SUV,1706928727020944832,4.544022560119629,1.8611506223678589,1.5608080625534058,-71.0223159790039,-6.615260601043701,-70.75970944214743,-2.8732410046450885,0.0700837895274162,-0.0439042994576228,16.713380813598633,0.1515674740076065,-0.0439042995791675,0.0,0.0,-0.0529726814302337,-1.0,0,14,4,10,0,0.0090683819726109,0.1049857512116432,0.0,0.1000000014901161,0,0,0.0,0.0,False,False,-71.0223159790039,0.5157450437545776,-6.615260601043701,0.6450591087341309,0.0700837895274162,9.999999747378752e-06,16.713380813598633,0.5405271053314209,0.1515674740076065,1.7546736001968384,0.0,0.0,0.0,9.99958865577355e-06,0.0,9.06825761148866e-08,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,1.070119857788086,102,0,0.0333559513092041,0,0,0.0,0.0,0.0,-1.0,-1,-1
354695,101,Car,1706928727053998080,4.483354091644287,1.8327200412750244,1.4815237522125244,-97.01150512695312,-0.5364059209823608,-95.8669621291073,4.515863006524572,-0.1392027735710144,-0.017962656111164,14.102301597595217,0.4897704422473907,-0.0179626582466587,0.0,0.0,-0.0526785283691119,-1.0,0,14,4,10,0,0.0347158722579479,0.1082874238491058,0.0,0.1000000014901161,0,0,0.0,0.0,False,False,-97.01150512695312,0.5455216765403748,-0.5364059209823608,0.6419141888618469,-0.1392027735710144,9.999999747378752e-06,14.102301597595217,0.3753356337547302,0.4897704422473907,1.5271563529968262,0.0,0.0,0.0,9.993974344979506e-06,0.0,3.470889851087122e-07,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,77.27928161621094,101,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1,-1
386711,101,Car,1706928727053998080,4.433283805847168,1.8368468284606931,1.476024150848389,22.757905960083008,-1.0121660232543943,23.71125493626697,-2.265595780240996,0.6784337759017944,-0.0519836278508287,14.942940711975098,0.0103838592767715,-0.0519836278267414,-0.6823520660400391,-0.0004741668817587,-3.1935762814390203,0.7027069330215454,1,14,4,10,0,0.0006949005182832,0.001109744538553,0.0,0.1000000014901161,2,0,0.0,0.0,False,False,22.757905960083008,0.0352452583611011,-1.0121660232543943,0.014712244272232,0.6784337759017944,0.0010000000474974,14.942940711975098,0.180938646197319,0.0103838592767715,0.0165833234786987,0.0,0.0,-0.6823520660400391,0.4172388911247253,-0.0004741668817587,0.0008108465117402,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0284900665283203,0.0,19.48603630065918,101,0,0.0333569049835205,2,2,0.1928133517503738,0.0054459199309349,0.0045347926206886,0.0439996570348739,1,1
390316,101,Car,1706928727053998080,4.495937824249268,1.84052848815918,1.5595388412475586,-51.512306213378906,-2.638614654541016,-50.54156942964713,0.0208479925156051,0.2791308164596557,-0.0241154461509418,10.561551094055176,0.301752507686615,-0.0241154471529777,0.0,0.0,-0.0526785283691119,-1.0,1,14,4,10,0,0.0285630822181701,0.1732050776481628,0.0,0.1000000014901161,0,0,0.0,0.0,False,False,-51.512306213378906,0.547722578048706,-2.638614654541016,0.547722578048706,0.2791308164596557,9.999999747378752e-06,10.561551094055176,0.5499881505966187,0.301752507686615,1.8293811082839968,0.0,0.0,0.0,9.9959206636413e-06,0.0,2.8559196607602644e-07,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,16.12747573852539,101,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1,-1
395774,101,Car,1706928727053998080,4.428437232971191,1.8329516649246216,1.5003244876861572,44.52567672729492,3.729946613311768,45.698521601708,1.3237747794187045,0.9296150207519532,-0.0371637401512693,11.176177978515623,0.1734099388122558,-0.0371637410092277,-2.04374098777771,-0.0317107550799846,-3.178756392718295,-1.0,2,14,4,10,0,0.0155147882178425,0.0027985200285911,0.0,0.1000000014901161,1,0,0.0,0.0,False,False,44.52567672729492,0.0881573036313057,3.729946613311768,0.0369428284466266,0.9296150207519532,0.0010000000474974,11.176177978515623,0.4585163593292236,0.1734099388122558,0.0320756845176219,0.0,0.0,-2.04374098777771,1.08653724193573,-0.0317107550799846,0.0178025141358375,0.0,0.0,2,0.0,0.0,0.0,0.0,-1.0,0.0,10.09213638305664,101,0,0.0333569049835205,2,2,0.989101231098175,0.008214590139687,0.0033553629182279,-1.0,2,0
396827,101,Car,1706928727053998080,4.425557613372803,1.8267362117767332,1.4995571374893188,37.63470458984375,0.8628258109092712,38.66614271194643,-1.1765303710646071,0.900191068649292,-0.0501411644617896,10.917652130126951,0.0277021154761314,-0.0501411645023027,-0.8038179874420166,-0.0020395829342305,-3.1917338182907584,0.717018723487854,1,14,4,10,0,0.0025373639073222,0.001679700682871,0.0,0.1000000014901161,1,0,0.0,0.0,False,False,37.63470458984375,0.0530139990150928,0.8628258109092712,0.0222944747656583,0.900191068649292,0.0010000000474974,10.917652130126951,0.272645890712738,0.0277021154761314,0.0183514319360256,0.0,0.0,-0.8038179874420166,0.6424219012260437,-0.0020395829342305,0.0021166175138205,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0354903377592563,0.0,9.091764450073242,101,0,0.0333569049835205,2,2,0.9861315488815308,0.0103488322347402,0.4449010491371155,0.0031946171075105,1,1
398015,101,Car,1706928727053998080,4.569456577301025,1.809017777442932,1.5061278343200684,-24.1834774017334,-4.479980945587158,-23.34760658310966,-3.2569407034143403,0.5940324664115906,-0.0486678277484011,13.327187538146973,0.0534516461193561,-0.048667827734539,-0.0008005861309356,-3.2109285257320157e-06,-3.1902604813172863,-1.0,3,14,4,10,0,0.0040107006207108,0.0028561318758875,0.0,0.1000000014901161,0,0,0.0,0.0,False,False,-24.1834774017334,0.0410159341990947,-4.479980945587158,0.0249407738447189,0.5940324664115906,0.0010000000474974,13.327187538146973,0.1393578499555587,0.0534516461193561,0.0380683057010173,0.0,0.0,-0.0008005861309356,0.0007079661590978,-3.2109285257320157e-06,3.6456760881264927e-06,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,8.032346725463867,101,0,0.0,0,0,0.0,0.0,0.0,-1.0,1,2
402579,201,Truck,1706928727053998080,8.444653511047363,2.606927394866944,2.9748923778533936,126.5497055053711,7.104537963867188,127.78645353324958,0.3747779551319175,1.6375524997711182,0.0032469563775825,1.6011013984680176,0.0896358415484428,0.0032469564265816,0.0,0.0,-0.0526785283691119,-1.0,0,30,3,10,29,0.0559254847466945,0.1014783009886741,0.0,0.1000000014901161,2,0,0.0,0.0,False,False,126.5497055053711,0.3694705069065094,7.104537963867188,0.1328052580356598,1.6375524997711182,9.999999747378752e-06,1.6011013984680176,0.4856772720813751,0.0896358415484428,0.1647356450557708,0.0,0.0,0.0,9.984365533455277e-06,0.0,5.589633929048432e-07,0.0,0.0,2,0.0,0.0,0.0,0.0,-1.0,0.0,2.4248948097229004,201,0,0.0333569049835205,0,0,0.0,0.0,0.0,-1.0,2,0
403922,101,Car,1706928727053998080,4.544144153594971,1.8614245653152464,1.5617130994796753,-71.01873779296875,-6.577940464019775,-70.22836374878221,-2.885918292983769,0.1366093754768371,-0.0423249016857575,16.699743270874023,0.1729090809822082,-0.0423249019896387,0.0,0.0,-0.0526785283691119,-1.0,0,14,4,10,0,0.0103536266833543,0.1049937158823013,0.0,0.1000000014901161,0,0,0.0,0.0,False,False,-71.01873779296875,0.5182155966758728,-6.577940464019775,0.6435904502868652,0.1366093754768371,9.999999747378752e-06,16.699743270874023,0.5374321341514587,0.1729090809822082,1.7533769607543943,0.0,0.0,0.0,9.999464054999407e-06,0.0,1.0353441126653706e-07,0.0,0.0,0,0.0,0.0,0.0,0.0,-1.0,0.0,1.1368327140808103,101,0,0.0,0,0,0.0,0.0,0.0,-1.0,-1,-1
