ts,track_id,line_role,line_role_str,c0,c1,c2,c3,ego_x,ego_y,ego_yaw,LD_Track_Age,LD_Quality,LD_Confidence,LD_Crossing,LD_Crossing_ID,LD_Filter,LD_Dash_Average_Gap,LD_Dash_Average_Length,LD_Type,LD_Color,LD_Start,LD_End,LD_End_Reason,Line_Is_Virtual
1695432401688651000,44,10,RightRight_Right,-7.140512943267822,-0.0190500505268573,-0.0008940848056226,-1.1167935554112772e-05,0.905061200197224,1.9410988798252902,1.1383705387032024,290.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-29.459552764892578,12.262332916259766,0.0,False
1695432401722008000,60,1,Host_Left,1.745079517364502,0.0096519272774457,0.0005962413852103,9.239815881301183e-06,1.0010345241898904,2.148397637484436,1.1382023621240596,1486.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,2.0,-60.538368225097656,14.323573112487793,0.0,False
1695432401722008000,61,2,Host_Right,-1.2336108684539795,0.0069582425057888,3.591086351661943e-05,-6.134247314548702e-07,1.0010345241898904,2.148397637484436,1.1382023621240596,1319.0,3.0,1.0,False,0.0,0.0,0.0,0.0,2.0,1.0,-60.680381774902344,13.636177062988281,0.0,False
1695432401722008000,31,6,Adjacent_Right_Right,-4.186631679534912,0.0031815734691917,-0.0002205860801041,-5.717867679777555e-06,1.0010345241898904,2.148397637484436,1.1382023621240596,1754.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-60.65793228149414,12.965052604675293,0.0,False
1695432401722008000,44,10,RightRight_Right,-7.142068862915039,-0.0162557438015937,-0.0005252265254966,2.2070609873026123e-07,1.0010345241898904,2.148397637484436,1.1382023621240596,291.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-29.681137084960938,12.25204849243164,0.0,False
1695432401755364000,60,1,Host_Left,1.7469428777694702,0.0097786914557218,0.0005857944488525,9.008259439724496e-06,1.096718755595134,2.35559959152954,1.138059936937036,1487.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,2.0,-60.70966720581055,13.91712474822998,0.0,False
1695432401755364000,61,2,Host_Right,-1.231980800628662,0.0068707172758877,1.6202251572394744e-05,-9.242799592357188e-07,1.096718755595134,2.35559959152954,1.138059936937036,1320.0,3.0,1.0,False,0.0,0.0,0.0,0.0,2.0,1.0,-60.851470947265625,13.321219444274902,0.0,False
1695432401755364000,31,6,Adjacent_Right_Right,-4.186403274536133,0.003065617987886,-0.0002261642366647,-5.724235961679369e-06,1.096718755595134,2.35559959152954,1.138059936937036,1755.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-60.82880401611328,12.74012279510498,0.0,False
1695432401755364000,44,10,RightRight_Right,-7.143579483032227,-0.0143829332664608,-0.0002971517096739,6.3815714383963495e-06,1.096718755595134,2.35559959152954,1.138059936937036,292.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-29.851749420166016,12.137351989746094,0.0,False
1695432401788721000,60,1,Host_Left,1.7487696409225464,0.009878858923912,0.0005743392976,8.768691259319894e-06,1.1444721913049989,2.4592191021838516,1.138013780777511,1488.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,2.0,-60.88142395019531,13.507607460021973,0.0,False
1695432401788721000,61,2,Host_Right,-1.2301908731460571,0.0067756311036646,-4.200798230158398e-06,-1.2378421843095566e-06,1.1444721913049989,2.4592191021838516,1.138013780777511,1321.0,3.0,1.0,False,0.0,0.0,0.0,0.0,2.0,1.0,-61.02301788330078,13.020957946777344,0.0,False
1695432401788721000,31,6,Adjacent_Right_Right,-4.186344146728516,0.0021620749030262,-0.0002980947028845,-6.741928245901363e-06,1.1444721913049989,2.4592191021838516,1.138013780777511,1756.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-61.0001335144043,12.543356895446777,0.0,False
1695432401788721000,44,10,RightRight_Right,-7.1480584144592285,-0.0150882853195071,-0.0003798413963522,3.086054221057566e-06,1.1444721913049989,2.4592191021838516,1.138013780777511,293.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-30.022817611694336,12.05014419555664,0.0,False
1695432401822077000,60,1,Host_Left,1.751015067100525,0.0099774338304996,0.0005619926960207,8.504703146172687e-06,1.2403285144637834,2.66745188303787,1.1378906213925346,1489.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,2.0,-61.110504150390625,13.138283729553223,0.0,False
1695432401822077000,61,2,Host_Right,-1.2284802198410034,0.0066983858123421,-1.7153484805021435e-05,-1.4074668115426905e-06,1.2403285144637834,2.66745188303787,1.1378906213925346,1322.0,3.0,1.0,False,0.0,0.0,0.0,0.0,2.0,1.0,-59.61698532104492,12.736071586608887,0.0,False
1695432401822077000,31,6,Adjacent_Right_Right,-4.185544013977051,0.0020786465611308,-0.0002981369907502,-6.616515292989789e-06,1.2403285144637834,2.66745188303787,1.1378906213925346,1757.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-59.54623031616211,12.341667175292969,0.0,False
1695432401822077000,44,10,RightRight_Right,-7.154247760772705,-0.0165257398039102,-0.0005228535155765,-1.3934518392488826e-06,1.2403285144637834,2.66745188303787,1.1378906213925346,294.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-30.251323699951172,11.927127838134766,0.0,False
1695432401855434000,60,1,Host_Left,1.75260591506958,0.0099335946142673,0.0005475479993037,8.240342140197754e-06,1.336356605753224,2.875433264261119,1.137837219309019,1490.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,2.0,-61.28254699707031,12.770058631896973,0.0,False
1695432401855434000,61,2,Host_Right,-1.227609157562256,0.0068542743101716,-4.178852577751968e-06,-1.2502937352110166e-06,1.336356605753224,2.875433264261119,1.137837219309019,1323.0,3.0,1.0,False,0.0,0.0,0.0,0.0,2.0,1.0,-59.78898239135742,12.43563461303711,0.0,False
1695432401855434000,31,6,Adjacent_Right_Right,-4.185220241546631,0.0017560066189616,-0.0003195966419298,-7.0087521635286976e-06,1.336356605753224,2.875433264261119,1.137837219309019,1758.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-59.71817398071289,12.105474472045898,0.0,False
1695432401855434000,44,10,RightRight_Right,-7.159765720367432,-0.0181705988943576,-0.0006752226618118,-5.614160272671143e-06,1.336356605753224,2.875433264261119,1.137837219309019,295.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-30.42321014404297,11.754881858825684,0.0,False
1695432401888905000,60,1,Host_Left,1.754049301147461,0.009916047565639,0.0005354403983801,8.020409040909726e-06,1.3845035423004788,2.9793249154796513,1.1378095813760565,1491.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,2.0,-61.454986572265625,12.478068351745605,0.0,False
1695432401888905000,61,2,Host_Right,-1.226541519165039,0.0066673341207206,-2.319543091289233e-05,-1.5374903341580648e-06,1.3845035423004788,2.9793249154796513,1.1378095813760565,1324.0,3.0,1.0,False,0.0,0.0,0.0,0.0,2.0,1.0,-59.96132278442383,12.180418014526367,0.0,False
1695432401888905000,31,6,Adjacent_Right_Right,-4.18597936630249,0.0019761794246733,-0.0002850371820386,-6.350710918923141e-06,1.3845035423004788,2.9793249154796513,1.1378095813760565,1759.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-59.890403747558594,11.887957572937012,0.0,False
1695432401888905000,44,10,RightRight_Right,-7.165641784667969,-0.0204962193965911,-0.0009054775582626,-1.1835773875645828e-05,1.3845035423004788,2.9793249154796513,1.1378095813760565,296.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-30.59531593322754,11.568284034729004,0.0,False
1695432401922261000,60,1,Host_Left,1.7558363676071167,0.010344105772674,0.0005558455595746,8.273398634628393e-06,1.4819064670303987,3.1873635903506283,1.1377119226934405,1492.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,2.0,-60.17143249511719,12.176298141479492,0.0,False
1695432401922261000,61,2,Host_Right,-1.2246856689453125,0.006337521597743,-5.935818262514658e-05,-2.076031478281948e-06,1.4819064670303987,3.1873635903506283,1.1377119226934405,1325.0,3.0,1.0,False,0.0,0.0,0.0,0.0,2.0,1.0,-60.19086837768555,11.914129257202148,0.0,False
1695432401922261000,31,6,Adjacent_Right_Right,-4.187313079833984,0.0014658221043646,-0.0003119196335319,-6.642771950282622e-06,1.4819064670303987,3.1873635903506283,1.1377119226934405,1760.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-60.1197395324707,11.657552719116211,0.0,False
1695432401922261000,44,10,RightRight_Right,-7.172905921936035,-0.0225537121295928,-0.0010749743087217,-1.5629271729267202e-05,1.4819064670303987,3.1873635903506283,1.1377119226934405,297.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,1.0,-30.82441520690918,11.373812675476074,0.0,False
1695432401955618000,60,1,Host_Left,1.7566877603530884,0.0103548122569918,0.0005406022537499,7.81203925726004e-06,1.5789704608800434,3.3954720948543127,1.1376186633805403,1493.0,3.0,1.0,False,0.0,0.0,0.0,0.0,1.0,2.0,-60.344459533691406,11.970266342163086,0.0,False
1695432401955618000,61,2,Host_Right,-1.222698211669922,0.0057725766673684,-0.0001169440583907,-2.946762606370612e-06,1.5789704608800434,3.3954720948543127,1.1376186633805403,1326.0,3.0,1.0,False,0.0,0.0,0.0,0.0,2.0,1.0,-60.363712310791016,11.740448951721191,0.0,False
