recordingId,frameRate,locationId,speedLimit,month,weekDay,startTime,duration,totalDrivenDistance,totalDrivenTime,numVehicles,numCars,numTrucks,numBusus,laneMarkings,scale
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
