ts,nad_status,nad_status_str,x,y,z,h,spd_mps,spd_kph,acc_lgt_mpss,acc_lat_mpss,dynamicobj.OBJ_Info.OBJ_CIPV_ID,dynamicobj.OBJ_Info.OBJ_CIPV_Lost,dynamicobj.OBJ_Info.OBJ_Is_CCI,road_id,lane_id,obj_id,length,width,class_str
1706928727110468352,5.0,PilotStdby,1.932836056720589,-0.1042983555653336,-0.0017230113949899,-0.0521673968133125,15.640625,56.30624771118164,-1.6480791568756104,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727120468352,5.0,PilotStdby,2.0906634603197745,-0.1128079363954839,-0.001632902240658,-0.0520826933011992,15.626519577199758,56.25547025532481,-1.621511389852656,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727124004224,,,2.146462335470922,-0.11580517620923295,-0.001597228038785462,-0.05205264649488359,15.625982267274944,56.25353601830299,-1.6204993588696988,-0.2746809422969818,,,,,1.0,1,0,0,car
1706928727130468352,5.0,PilotStdby,2.2484694016138747,-0.1212844916810809,-0.0015320112999148,-0.0519977173130512,15.625,56.25,-1.6186492443084717,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727140468352,5.0,PilotStdby,2.406189087675102,-0.1295986178515704,-0.0013777289118799,-0.0519113815756154,15.597361308784189,56.15049801253213,-1.6186492443084717,-0.2833572808254415,0.0,False,False,1.0,1.0,1,0,0,car
1706928727150468352,5.0,PilotStdby,2.563478745329576,-0.1378776804610879,-0.0012266305417512,-0.0518249037165592,15.59375,56.13749694824219,-1.6186492443084717,-0.2844909429550171,0.0,False,False,1.0,1.0,1,0,0,car
1706928727151425952,,,2.578336567530561,-0.13865384763695943,-0.0012136697629035109,-0.051816555617364896,15.591161571691986,56.12817866952739,-1.617024120433523,-0.28530350242397384,,,,,1.0,1,0,0,car
1706928727160468352,5.0,PilotStdby,2.718622051567764,-0.1459823098091419,-0.0010912958975044,-0.0517377340296233,15.566721992783757,56.04019678212717,-1.601679927567728,-0.2929755755494725,0.0,False,False,1.0,1.0,1,0,0,car
1706928727170468352,5.0,PilotStdby,2.874410274595448,-0.1541099146395481,-0.0009578058039299,-0.0516517007594981,15.5625,56.02499771118164,-1.5990291833877563,-0.2943009436130523,0.0,False,False,1.0,1.0,1,0,0,car
1706928727180468352,5.0,PilotStdby,3.0341970017652784,-0.1623803747795591,-0.0008356606357668,-0.0515726564331478,15.549274977768002,55.97738956840556,-1.5243003210776778,-0.2693913480677541,0.0,False,False,1.0,1.0,1,0,0,car
1706928727189321312,,,3.17516467649146,-0.16967192532152206,-0.0007368111442403117,-0.051502428802727304,15.547150306565763,55.96974106330864,-1.512294726006378,-0.2653894870964763,,,,,1.0,1,0,0,car
1706928727190468352,5.0,PilotStdby,3.1934307151950634,-0.1706167358581751,-0.0007240026146142,-0.0514933289816668,15.546875,55.96875,-1.5107390880584717,-0.2648709416389465,0.0,False,False,1.0,1.0,1,0,0,car
1706928727200468352,5.0,PilotStdby,3.350007507473037,-0.178689463209821,-0.0006623744157803,-0.0514126609110927,15.533999610386726,55.92239734002994,-1.5026554274592925,-0.2729546267959826,0.0,False,False,1.0,1.0,1,0,0,car
1706928727210468352,5.0,PilotStdby,3.5064962050964823,-0.1868515813237081,-0.0006130745765666,-0.0513327539847244,15.53125,55.91249847412109,-1.5009291172027588,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727220468352,5.0,PilotStdby,3.662571551439669,-0.1954541420702753,-0.000624370680951,-0.0512565785363908,15.506075433720309,55.82187065012764,-1.4535123629596816,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727227139008,,,3.766675390034042,-0.2011425990796542,-0.0006381711090019764,-0.05120838888494094,15.502022656107636,55.80728074966679,-1.4458788824886846,-0.2746809422969818,,,,,1.0,1,0,0,car
1706928727230468352,5.0,PilotStdby,3.818631427370746,-0.2039815883883875,-0.000645058612525,-0.0511843384429613,15.5,55.79999923706055,-1.442069172859192,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727240468352,5.0,PilotStdby,3.9745962167139615,-0.2121410434060635,-0.0007116219010931,-0.0511313311177277,15.487688367238247,55.75567615681035,-1.4111502287326558,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727250468352,5.0,PilotStdby,4.130523526011075,-0.2202736961044138,-0.0007861107966746,-0.051078599214398,15.484375,55.74374771118164,-1.4028291702270508,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727254663328,,,4.195867235178365,-0.22363004977720372,-0.000833873076578875,-0.05105704841830346,15.484375,55.74374771118164,-1.4059939728310173,-0.2746809422969818,,,,,1.0,1,0,0,car
1706928727260468352,5.0,PilotStdby,4.286284554112172,-0.2282742994586897,-0.0008999626412844,-0.0510272281765604,15.484375,55.74374771118164,-1.4103731696971271,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727270468352,5.0,PilotStdby,4.442119540917702,-0.2362693885640965,-0.0010446808035045,-0.050975394940924,15.484375,55.74374771118164,-1.412639021873474,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727280468352,5.0,PilotStdby,4.598311298763747,-0.2442353171234117,-0.0013467661810384,-0.0509212117432676,15.47267652786669,55.70163492514511,-1.3759152872545528,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727283550304,,,4.646439805245034,-0.24668677068728898,-0.0014451904930155416,-0.050904794992610504,15.471466463290907,55.69727886992784,-1.3721166638235256,-0.2746809422969818,,,,,1.0,1,0,0,car
1706928727290468352,5.0,PilotStdby,4.754483064852138,-0.2521900171659581,-0.0016661423626675,-0.05086794117389,15.46875,55.6875,-1.3635891675949097,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727300468352,5.0,PilotStdby,4.9105747709973,-0.2600895298396608,-0.0020721122989169,-0.0508192321345453,15.446043363634343,55.605753891638685,-1.2994364927363178,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727310468352,5.0,PilotStdby,5.066551875727782,-0.2680557044839133,-0.002501001691554,-0.0507723789568978,15.4375,55.57499694824219,-1.275299072265625,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727320468352,5.0,PilotStdby,5.221950186518825,-0.2763462242717196,-0.0030416947626843,-0.0507345890733662,15.4375,55.57499694824219,-1.2196730906580209,-0.2538211675086209,0.0,False,False,1.0,1.0,1,0,0,car
1706928727328556928,,,5.347667224128594,-0.2830077546224505,-0.003506698143865115,-0.050704037325611656,15.4375,55.57499694824219,-1.2011872997379531,-0.24688898538377324,,,,,1.0,1,0,0,car
1706928727330468352,5.0,PilotStdby,5.377373623761287,-0.2845818458238227,-0.003616576458965,-0.0506968180779621,15.4375,55.57499694824219,-1.1968191862106323,-0.2452509403228759,0.0,False,False,1.0,1.0,1,0,0,car
1706928727340468352,5.0,PilotStdby,5.532941473467872,-0.2925461239840388,-0.0043611654496515,-0.0506591360023615,15.415925229542436,55.49732830132275,-1.1832736402673412,-0.231705445817846,0.0,False,False,1.0,1.0,1,0,0,car
1706928727350468352,5.0,PilotStdby,5.688285911586263,-0.3004821653516956,-0.0051347459855328,-0.0506220241104099,15.40625,55.46249771118164,-1.177199125289917,-0.2256309539079666,0.0,False,False,1.0,1.0,1,0,0,car
1706928727355801536,,,5.770530807686529,-0.30463916972836513,-0.005624149936108222,-0.05060374644587767,15.401078795621022,55.443882132917956,-1.1544722912010728,-0.23861770567663876,,,,,1.0,1,0,0,car
1706928727360468352,5.0,PilotStdby,5.842499533069713,-0.3082767730397791,-0.0060524048210979,-0.0505877525024023,15.39655371253991,55.42759249667993,-1.134585084104657,-0.2499818147700431,0.0,False,False,1.0,1.0,1,0,0,car
1706928727370468352,5.0,PilotStdby,5.997102693098441,-0.3160771139532699,-0.0069979826414243,-0.0505542259283256,15.390625,55.40625,-1.1085290908813477,-0.2648709416389465,0.0,False,False,1.0,1.0,1,0,0,car
1706928727380468352,5.0,PilotStdby,6.153904770935696,-0.3239106089051802,-0.0080997112586498,-0.05052485792066,15.399651205665782,55.43874301819872,-1.1028620947521324,-0.2705379549842828,0.0,False,False,1.0,1.0,1,0,0,car
1706928727390468352,5.0,PilotStdby,6.310360249502537,-0.331722695057806,-0.0092296340449244,-0.0504961907631502,15.40625,55.46249771118164,-1.0987191200256348,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727394342304,,,6.370308794944011,-0.3347082775963344,-0.009720569315390268,-0.05048641038361449,15.403223390706497,55.451602361076,-1.0892179932669495,-0.26517981265189694,,,,,1.0,1,0,0,car
1706928727400468352,5.0,PilotStdby,6.46510617103695,-0.3394294161773814,-0.0104968913283585,-0.0504709445485329,15.398437376010564,55.43437340924701,-1.074193744054279,-0.2501555588749273,0.0,False,False,1.0,1.0,1,0,0,car
1706928727410468352,5.0,PilotStdby,6.619872833288355,-0.3472182231789702,-0.0117732483257224,-0.0504443487603617,15.390625,55.40625,-1.0496691465377808,-0.2256309539079666,0.0,False,False,1.0,1.0,1,0,0,car
1706928727420468352,5.0,PilotStdby,6.774766010403255,-0.35542845257919,-0.0130963766704255,-0.0504108376713215,15.390625,55.40625,-1.016513193172154,-0.1972115704479493,0.0,False,False,1.0,1.0,1,0,0,car
1706928727423002816,,,6.814223208568777,-0.35750815653940404,-0.013443446077842315,-0.05040207825264683,15.390625,55.40625,-1.0075117105311338,-0.18949601529371102,,,,,1.0,1,0,0,car
1706928727430468352,5.0,PilotStdby,6.93043882445636,-0.3636336314295931,-0.0144656900995663,-0.05037627861954,15.390625,55.40625,-0.9809991121292114,-0.1667709350585937,0.0,False,False,1.0,1.0,1,0,0,car
1706928727440468352,5.0,PilotStdby,7.090110637637736,-0.3718116883987932,-0.016072937534437,-0.0503363211862164,15.368764368727309,55.32755137161376,-0.9626991392506892,-0.1896459081060539,0.0,False,False,1.0,1.0,1,0,0,car
1706928727450468352,5.0,PilotStdby,7.249507559860831,-0.379974451685257,-0.0176754344746381,-0.0502965236471428,15.34375,55.23749923706055,-0.9417591094970704,-0.2158209532499313,0.0,False,False,1.0,1.0,1,0,0,car
1706928727450621120,,,7.251789944375661,-0.3800906426852199,-0.017697252456576166,-0.05029600560075354,15.34375,55.23749923706055,-0.9410896782322599,-0.2159548395028934,,,,,1.0,1,0,0,car
1706928727460468352,5.0,PilotStdby,7.398845087362133,-0.3875768852540204,-0.0191029956311954,-0.0502626276202462,15.34375,55.23749923706055,-0.8979578966561499,-0.2245811958181154,0.0,False,False,1.0,1.0,1,0,0,car
1706928727470468352,5.0,PilotStdby,7.548759906532723,-0.3952088700027616,-0.0205547158580348,-0.0502262603753611,15.34375,55.23749923706055,-0.8436591029167175,-0.2354409545660019,0.0,False,False,1.0,1.0,1,0,0,car
1706928727480468352,5.0,PilotStdby,7.701659294470573,-0.4029936384613393,-0.022131979724028,-0.0501770364014065,15.337038399041992,55.213336818181936,-0.8436591029167175,-0.2438685718215791,0.0,False,False,1.0,1.0,1,0,0,car
1706928727490468352,5.0,PilotStdby,7.855190228161064,-0.4108074374416901,-0.0237169511033688,-0.0501267328014391,15.328125,55.18124771118164,-0.8436591029167175,-0.2550609409809112,0.0,False,False,1.0,1.0,1,0,0,car
1706928727499805440,,,8.002333214844132,-0.41827758218998456,-0.025243056841374414,-0.05007332013890297,15.328125,55.18124771118164,-0.8473958929380877,-0.27000814647530164,,,,,1.0,1,0,0,car
1706928727500468352,5.0,PilotStdby,8.012778014902324,-0.4188078430611313,-0.0253513859548473,-0.0500695286936337,15.328125,55.18124771118164,-0.8476611452991583,-0.2710691591428907,0.0,False,False,1.0,1.0,1,0,0,car
1706928727510468352,5.0,PilotStdby,8.169856506301585,-0.4268084521906985,-0.0269603745464763,-0.0500140624143705,15.328125,55.18124771118164,-0.8534690737724304,-0.2943009436130523,0.0,False,False,1.0,1.0,1,0,0,car
1706928727520468352,5.0,PilotStdby,8.32443567773771,-0.4348090549776771,-0.028445265644299,-0.0499670644746277,15.322024095703224,55.1592853494004,-0.8611298810667791,-0.3172832956767897,0.0,False,False,1.0,1.0,1,0,0,car
1706928727530468352,5.0,PilotStdby,8.478966532580671,-0.4427672100327982,-0.029942859578993,-0.049920214690955,15.3125,55.125,-0.8730891346931458,-0.353160947561264,0.0,False,False,1.0,1.0,1,0,0,car
1706928727536947040,,,8.578942305847317,-0.4477899633315456,-0.03095323914172104,-0.049890325180726926,15.3125,55.125,-0.8825096200896725,-0.34609558351386893,,,,,1.0,1,0,0,car
1706928727540468352,5.0,PilotStdby,8.63328168867747,-0.450519957863662,-0.0315024062055897,-0.0498740794695329,15.3125,55.125,-0.8876298941889029,-0.3422553779394461,0.0,False,False,1.0,1.0,1,0,0,car
1706928727550468352,5.0,PilotStdby,8.787307499257167,-0.4582444601323914,-0.0330552328613897,-0.0498271362001504,15.3125,55.125,-0.9123291373252868,-0.3237309455871582,0.0,False,False,1.0,1.0,1,0,0,car
1706928727560468352,5.0,PilotStdby,8.939884357844676,-0.4658284421204826,-0.034574664028808,-0.0497762068169401,15.306990704167156,55.10516599698458,-0.9088701702894256,-0.3133540760040179,0.0,False,False,1.0,1.0,1,0,0,car
1706928727562097504,,,8.964822284309895,-0.46706600946602084,-0.03482153154295207,-0.049768089078689105,15.3053429076996,55.09923376878376,-0.9078356145429183,-0.3102504181932628,,,,,1.0,1,0,0,car
1706928727570468352,5.0,PilotStdby,9.092976497336169,-0.4734257791708387,-0.0360901659677512,-0.0497263726048451,15.296875,55.06874847412109,-0.9025191068649292,-0.2943009436130523,0.0,False,False,1.0,1.0,1,0,0,car
1706928727580468352,5.0,PilotStdby,9.249156791811856,-0.4811037077504352,-0.0375825279766868,-0.0496830447826231,15.291661941146051,55.0499809531591,-0.9090650410457416,-0.2877550094322401,0.0,False,False,1.0,1.0,1,0,0,car
1706928727588752704,,,9.378234464077204,-0.487440278503423,-0.03880994042591274,-0.04964851776537857,15.283036366371268,55.01892804162859,-0.9198960035054627,-0.27692404697251877,,,,,1.0,1,0,0,car
1706928727590468352,5.0,PilotStdby,9.404966597185648,-0.4887525895317139,-0.0390641389437185,-0.0496413671807374,15.28125,55.01249694824219,-0.9221391081809998,-0.2746809422969818,0.0,False,False,1.0,1.0,1,0,0,car
1706928727600468352,5.0,PilotStdby,9.55892566934881,-0.4962569493497994,-0.0404924289735433,-0.049607850522793,15.276947087972273,54.99700709525175,-0.9167360272435936,-0.2665763208908726,0.0,False,False,1.0,1.0,1,0,0,car
1706928727610468352,5.0,PilotStdby,9.712791822609688,-0.5037904582218289,-0.0418990314266505,-0.0495741179180749,15.265625,54.95624923706055,-0.9025191068649292,-0.2452509403228759,0.0,False,False,1.0,1.0,1,0,0,car
1706928727620468352,5.0,PilotStdby,9.866209427481408,-0.5114718799547973,-0.0431964881299116,-0.0495392923704485,15.265625,54.95624923706055,-0.9025191068649292,-0.2390109322126364,0.0,False,False,1.0,1.0,1,0,0,car
1706928727630227296,,,10.016109731782716,-0.518959930766922,-0.04446198600639254,-0.04950546378700624,15.265625,54.95624923706055,-0.9025191068649292,-0.2163801770725478,,,,,1.0,1,0,0,car
